gap_id,entity_type,entity_id,required_source_priority,status,manual_review,queue_type,source_file,source_runtime_path,affected_products,todo_id,source_id_suggestion,title_query,organization_target,clinical_domain,related_drugs,related_complaints,evidence_needed,preferred_source_type,search_query,priority,review_status,source_url_candidates,notes,missing_item,review_note,coverage_id,source_pack_id,final_verification_status,final_clinical_readiness,final_fast_mode_allowed,final_rx_role,source_ids,source_titles,source_urls,source_organizations,source_years,source_sections,source_snippets_short,evidence_claim_ids,disease_strategy_verified,drug_class_verified,generic_verified,product_label_verified,product_match_verified,dose_verified,pediatric_verified,antibiotic_criteria_verified,no_antibiotic_verified,red_flag_verified,exact_evidence_missing,exact_block_reason,exact_next_action,can_show_in_main_builder,can_show_in_peds_page,can_show_in_swaps,catalog_only_reason,pediatric_unlock_status,antibiotic_unlock_status,antiviral_unlock_status,clinical_readiness_refreshed,refresh_action,refresh_reason,remaining_source_gap,next_action
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[4],,SRC_TODO_ORS_PEDIATRIC_DIARRHEAPEDIATRIC,src_ors_pediatric_,ORS pediatric diarrhea,Thai Pediatric Society or MOPH,pediatric,ORS,pediatric common OPD,age/BW rule; dose basis; frequency; max dose; duration,guideline,Thai Pediatric Society or MOPH ORS pediatric diarrhea guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_a8c7f78af5a0,thai_pediatric_dose,manual_review_required_with_exact_reason,manual_review_required,false,,,,,,,,,,,,,,,,,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Human review required before adding to source_manifest.json as accepted.,resolve linked source/evidence queue item,false,true,false,,manual_review_required_with_exact_reason,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,Human review required before adding to source_manifest.json as accepted.,true,resolve linked source/evidence queue item
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[5],,SRC_TODO_PANADOL_ORANGE_SUSPENSION_PARACETAMOL_250_MG_5_ML_SOURCE_REVIEWPEDIATRIC,src_panadol_orange,Panadol Orange Suspension [Paracetamol 250 mg./5 ml.] source review,official guideline or product label authority,pediatric,BDS002861,,source evidence,guideline,official guideline or product label authority Panadol Orange Suspension [Paracetamol 250 mg./5 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_e07332f652ce,thai_pediatric_dose,manual_review_required_with_exact_reason,manual_review_required,false,,,,,,,,,,,,,,,,,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Human review required before adding to source_manifest.json as accepted.,resolve linked source/evidence queue item,false,true,false,,manual_review_required_with_exact_reason,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,Human review required before adding to source_manifest.json as accepted.,true,resolve linked source/evidence queue item
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[6],,SRC_TODO_PANADOL_STRAWBERRY_SUSPENSION_PARACETAMOL_120_MG_5_ML_SOURCE_REVIEWPEDIATRIC,src_panadol_strawb,Panadol Strawberry Suspension [Paracetamol 120 mg./5 ml.] source review,official guideline or product label authority,pediatric,BDS002847,,source evidence,guideline,official guideline or product label authority Panadol Strawberry Suspension [Paracetamol 120 mg./5 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_e432a7360560,thai_pediatric_dose,manual_review_required_with_exact_reason,manual_review_required,false,,,,,,,,,,,,,,,,,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Human review required before adding to source_manifest.json as accepted.,resolve linked source/evidence queue item,false,true,false,,manual_review_required_with_exact_reason,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,Human review required before adding to source_manifest.json as accepted.,true,resolve linked source/evidence queue item
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[7],,SRC_TODO_SARA_INFANT_DROPS_PARACETAMOL_60_MG_0_6_ML_SOURCE_REVIEWPEDIATRIC,src_sara_infant_dr,Sara Infant Drops (รสองุ่น) [Paracetamol 60 mg./0.6 ml.] source review,official guideline or product label authority,pediatric,BDS003597,,source evidence,guideline,official guideline or product label authority Sara Infant Drops (รสองุ่น) [Paracetamol 60 mg./0.6 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_1f3f0b909089,thai_pediatric_dose,manual_review_required_with_exact_reason,manual_review_required,false,,,,,,,,,,,,,,,,,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Human review required before adding to source_manifest.json as accepted.,resolve linked source/evidence queue item,false,true,false,,manual_review_required_with_exact_reason,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,Human review required before adding to source_manifest.json as accepted.,true,resolve linked source/evidence queue item
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[8],,SRC_TODO_SYSTANE_ULTRA_LUBRICANT_EYE_DROPS_POLYETHYLENE_GLYCOL_400_0_4_PROPYLENE_GLYCOL_0,src_systane_ultra_,Systane Ultra Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%)] source review,official guideline or product label authority,pediatric,BDS003679,,source evidence,guideline,official guideline or product label authority Systane Ultra Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%)] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_22aabef7d7b7,thai_pediatric_dose,manual_review_required_with_exact_reason,manual_review_required,false,,,,,,,,,,,,,,,,,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Human review required before adding to source_manifest.json as accepted.,resolve linked source/evidence queue item,false,true,false,,manual_review_required_with_exact_reason,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,Human review required before adding to source_manifest.json as accepted.,true,resolve linked source/evidence queue item
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[9],,SRC_TODO_TEMPRA_DROP_PARACETAMOL_80_MG_0_8_ML_SOURCE_REVIEWPEDIATRIC,src_tempra_drop_pa,Tempra Drop [Paracetamol 80 mg./0.8 ml.] source review,official guideline or product label authority,pediatric,BDS003711,,source evidence,guideline,official guideline or product label authority Tempra Drop [Paracetamol 80 mg./0.8 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_1f8b9ebba208,thai_pediatric_dose,manual_review_required_with_exact_reason,manual_review_required,false,,,,,,,,,,,,,,,,,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Human review required before adding to source_manifest.json as accepted.,resolve linked source/evidence queue item,false,true,false,,manual_review_required_with_exact_reason,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,Human review required before adding to source_manifest.json as accepted.,true,resolve linked source/evidence queue item
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[10],,SRC_TODO_TYLENOL_DROP_PARACETAMOL_80_MG_0_8_ML_SOURCE_REVIEWPEDIATRIC,src_tylenol_drop_p,Tylenol Drop [Paracetamol 80 mg./0.8 ml.] source review,official guideline or product label authority,pediatric,BDS003737,,source evidence,guideline,official guideline or product label authority Tylenol Drop [Paracetamol 80 mg./0.8 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_d753925d997b,thai_pediatric_dose,manual_review_required_with_exact_reason,manual_review_required,false,,,,,,,,,,,,,,,,,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Human review required before adding to source_manifest.json as accepted.,resolve linked source/evidence queue item,false,true,false,,manual_review_required_with_exact_reason,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,Human review required before adding to source_manifest.json as accepted.,true,resolve linked source/evidence queue item
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[11],,SRC_TODO_ACYCLOVIR_HERPES_LABIALIS_ADULT_TREATMENTANTIVIRAL,src_acyclovir_herp,acyclovir herpes labialis adult treatment,Thai MOPH or dermatology society,antiviral,acyclovir,herpes_labialis_adult,indication; adult dose; frequency; duration,guideline,Thai MOPH or dermatology society acyclovir herpes labialis adult treatment guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_7ce1ee0bd308,thai_moph_dms_outpatient,manual_review_required_with_exact_reason,manual_review_required,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; disease_strategy_source; duration_source; red_flag_source,Human review required before adding to source_manifest.json as accepted.,resolve linked source/evidence queue item,false,false,false,,not_applicable,not_applicable,manual_review_required_with_exact_reason,manual_review_required,keep_blocked_or_manual_review,Human review required before adding to source_manifest.json as accepted.,true,resolve linked source/evidence queue item
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[12],,SRC_TODO_ACYCLOVIR_HERPES_ZOSTER_SHINGLES_ADULT_TREATMENTANTIVIRAL,src_acyclovir_herp,acyclovir herpes zoster shingles adult treatment,Thai MOPH or Thai specialty society,antiviral,acyclovir,herpes_zoster_adult; shingles,indication; adult dose; frequency; duration; timing window; red flags,guideline,Thai MOPH or Thai specialty society acyclovir herpes zoster shingles adult treatment guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_f88052b8fd9e,thai_moph_dms_outpatient,blocked_safety_red_flag,blocked,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; disease_strategy_source; duration_source; red_flag_source,red-flag source/referral gate required,add red-flag/referral source and keep routine prescribing blocked,false,false,false,,not_applicable,not_applicable,blocked_safety_red_flag,blocked,keep_blocked_or_manual_review,red-flag source/referral gate required,true,add red-flag/referral source and keep routine prescribing blocked
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[13],,SRC_TODO_CETIRIZINE_PEDIATRIC_ALLERGIC_RHINITISPEDIATRIC,src_cetirizine_ped,cetirizine pediatric allergic rhinitis,Thai Pediatric Society or MOPH,pediatric,cetirizine,pediatric common OPD,age/BW rule; dose basis; frequency; max dose; duration,guideline,Thai Pediatric Society or MOPH cetirizine pediatric allergic rhinitis guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_2306de073252,thai_pediatric_dose,manual_review_required_with_exact_reason,manual_review_required,false,,,,,,,,,,,,,,,,,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Human review required before adding to source_manifest.json as accepted.,resolve linked source/evidence queue item,false,true,false,,manual_review_required_with_exact_reason,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,Human review required before adding to source_manifest.json as accepted.,true,resolve linked source/evidence queue item
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[14],,SRC_TODO_IBUPROFEN_PEDIATRIC_FEVER_PAINPEDIATRIC,src_ibuprofen_pedi,ibuprofen pediatric fever pain,Thai Pediatric Society or MOPH,pediatric,ibuprofen,pediatric common OPD,age/BW rule; dose basis; frequency; max dose; duration,guideline,Thai Pediatric Society or MOPH ibuprofen pediatric fever pain guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_0a6a72490a76,thai_pediatric_dose,manual_review_required_with_exact_reason,manual_review_required,false,,,,,,,,,,,,,,,,,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Human review required before adding to source_manifest.json as accepted.,resolve linked source/evidence queue item,false,true,false,,manual_review_required_with_exact_reason,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,Human review required before adding to source_manifest.json as accepted.,true,resolve linked source/evidence queue item
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[15],,SRC_TODO_PARACETAMOL_PEDIATRIC_FEVER_PAINPEDIATRIC,src_paracetamol_pe,paracetamol pediatric fever pain,Thai Pediatric Society or MOPH,pediatric,paracetamol,pediatric common OPD,age/BW rule; dose basis; frequency; max dose; duration,guideline,Thai Pediatric Society or MOPH paracetamol pediatric fever pain guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_2eb46fbc4a64,thai_pediatric_dose,manual_review_required_with_exact_reason,manual_review_required,false,,,,,,,,,,,,,,,,,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Human review required before adding to source_manifest.json as accepted.,resolve linked source/evidence queue item,false,true,false,,manual_review_required_with_exact_reason,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,Human review required before adding to source_manifest.json as accepted.,true,resolve linked source/evidence queue item
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[16],,SRC_TODO_AMOXICILLIN_CLAVULANIC_ACID_SOURCE_REVIEWANTIBIOTIC_RDU,src_amoxicillin_cl,Amoxicillin + Clavulanic Acid source review,official guideline or product label authority,antibiotic_rdu,Amoxicillin + Clavulanic Acid,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Amoxicillin + Clavulanic Acid source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_d950b57ee996,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[17],,SRC_TODO_AMOXICILLIN_TRIHYDRATE_CLAVULANIC_POTASSIUM_SOURCE_REVIEWANTIBIOTIC_RDU,src_amoxicillin_tr,Amoxicillin Trihydrate + Clavulanic Potassium source review,official guideline or product label authority,antibiotic_rdu,Amoxicillin Trihydrate + Clavulanic Potassium,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Amoxicillin Trihydrate + Clavulanic Potassium source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_66ae68660371,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[18],,SRC_TODO_AMOXICILLIN_SOURCE_REVIEWANTIBIOTIC_RDU,src_amoxicillin_so,Amoxicillin source review,official guideline or product label authority,antibiotic_rdu,Amoxicillin,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Amoxicillin source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_994e45bd2f00,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[19],,SRC_TODO_AZITHROMYCIN_SOURCE_REVIEWANTIBIOTIC_RDU,src_azithromycin_s,Azithromycin source review,official guideline or product label authority,antibiotic_rdu,Azithromycin,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Azithromycin source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_2dac1e2d8a56,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[20],,SRC_TODO_CEPHALEXIN_SOURCE_REVIEWANTIBIOTIC_RDU,src_cephalexin_sou,Cephalexin source review,official guideline or product label authority,antibiotic_rdu,Cephalexin,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Cephalexin source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_1de71f26449a,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[21],,SRC_TODO_CLARITHROMYCIN_SOURCE_REVIEWANTIBIOTIC_RDU,src_clarithromycin,Clarithromycin source review,official guideline or product label authority,antibiotic_rdu,Clarithromycin,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Clarithromycin source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_d4740c61e310,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[22],,SRC_TODO_ROXITHROMYCIN_SOURCE_REVIEWANTIBIOTIC_RDU,src_roxithromycin_,Roxithromycin source review,official guideline or product label authority,antibiotic_rdu,Roxithromycin,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Roxithromycin source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_9a8305168a52,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[23],,SRC_TODO_UTI_ANTIBIOTIC_OUTPATIENT_CRITERIAANTIBIOTIC_RDU,src_uti_antibiotic,UTI antibiotic outpatient criteria,Thai RDU/MOPH or IDSA/WHO,antibiotic_rdu,antibiotics,UTI antibiotic outpatient criteria,bacterial criteria; no-antibiotic criteria; dose; duration,guideline,Thai RDU/MOPH or IDSA/WHO UTI antibiotic outpatient criteria guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_d1305264ebe7,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[24],,SRC_TODO_BACTERIAL_CONJUNCTIVITIS_TOPICAL_ANTIBIOTICANTIBIOTIC_RDU,src_bacterial_conj,bacterial conjunctivitis topical antibiotic,Thai RDU/MOPH or IDSA/WHO,antibiotic_rdu,antibiotics,bacterial conjunctivitis topical antibiotic,bacterial criteria; no-antibiotic criteria; dose; duration,guideline,Thai RDU/MOPH or IDSA/WHO bacterial conjunctivitis topical antibiotic guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_3d8dd776934d,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[25],,SRC_TODO_PEDIATRIC_SEVERE_DEHYDRATION_RED_FLAGSRED_FLAGS,src_pediatric_seve,pediatric severe dehydration red flags,Thai MOPH or WHO,red_flags,,pediatric severe dehydration red flags,red flags; referral criteria,guideline,Thai MOPH or WHO pediatric severe dehydration red flags guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_1928ee00532c,thai_pediatric_dose,blocked_safety_red_flag,blocked,false,,,,,,,,,,,,,,,,,,,,concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; red_flag_source; route_form_source,red-flag source/referral gate required,add red-flag/referral source and keep routine prescribing blocked,false,true,false,,blocked_safety_red_flag,not_applicable,not_applicable,blocked,keep_blocked_or_manual_review,red-flag source/referral gate required,true,add red-flag/referral source and keep routine prescribing blocked
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[26],,SRC_TODO_RED_EYE_PAIN_PHOTOPHOBIA_VISION_LOSS_RED_FLAGSRED_FLAGS,src_red_eye_pain_p,red eye pain photophobia vision loss red flags,Thai MOPH or WHO,red_flags,,red eye pain photophobia vision loss red flags,red flags; referral criteria,guideline,Thai MOPH or WHO red eye pain photophobia vision loss red flags guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_db02330cb6ee,thai_moph_dms_outpatient,blocked_safety_red_flag,blocked,false,,,,,,,,,,,,,,,,,,,,disease_strategy_source; red_flag_source,red-flag source/referral gate required,add red-flag/referral source and keep routine prescribing blocked,false,false,false,,not_applicable,not_applicable,not_applicable,blocked,keep_blocked_or_manual_review,red-flag source/referral gate required,true,add red-flag/referral source and keep routine prescribing blocked
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[27],,SRC_TODO_SIMPLE_DIARRHEA_NO_ROUTINE_ANTIBIOTICANTIBIOTIC_RDU,src_simple_diarrhe,simple diarrhea no routine antibiotic,Thai RDU/MOPH or IDSA/WHO,antibiotic_rdu,antibiotics,simple diarrhea no routine antibiotic,bacterial criteria; no-antibiotic criteria; dose; duration,guideline,Thai RDU/MOPH or IDSA/WHO simple diarrhea no routine antibiotic guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_dfd4163cd9ee,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,no-routine-antibiotic condition unless criteria source proves otherwise,add no-antibiotic or bacterial criteria source,false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,no-routine-antibiotic condition unless criteria source proves otherwise,true,add no-antibiotic or bacterial criteria source
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[28],,SRC_TODO_VIRAL_URI_NO_ANTIBIOTICANTIBIOTIC_RDU,src_viral_uri_no_a,viral URI no antibiotic,Thai RDU/MOPH or IDSA/WHO,antibiotic_rdu,antibiotics,viral URI no antibiotic,bacterial criteria; no-antibiotic criteria; dose; duration,guideline,Thai RDU/MOPH or IDSA/WHO viral URI no antibiotic guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_5b7db79218ea,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,no-routine-antibiotic condition unless criteria source proves otherwise,add no-antibiotic or bacterial criteria source,false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,no-routine-antibiotic condition unless criteria source proves otherwise,true,add no-antibiotic or bacterial criteria source
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[29],,SRC_TODO_ACYCLOVIR_SOURCE_REVIEWANTIVIRAL,src_acyclovir_sour,Acyclovir source review,official guideline or product label authority,antiviral,Acyclovir,,product form; route; concentration/strength; label metadata,guideline,official guideline or product label authority Acyclovir source review guideline dose duration,3,pending,,Human review required before adding to source_manifest.json as accepted.,,,coverage_b07f1077e807,thai_moph_dms_outpatient,manual_review_required_with_exact_reason,manual_review_required,false,,,,,,,,,,,,,,,,,,,,adult_dose_source; disease_strategy_source; duration_source; red_flag_source,Human review required before adding to source_manifest.json as accepted.,resolve linked source/evidence queue item,false,false,false,,not_applicable,not_applicable,manual_review_required_with_exact_reason,manual_review_required,keep_blocked_or_manual_review,Human review required before adding to source_manifest.json as accepted.,true,resolve linked source/evidence queue item
