product_id,display_name,product_name,composition,generic,form,route,category,manual_review,source_runtime_path,coverage_id,source_pack_id,final_verification_status,final_clinical_readiness,final_fast_mode_allowed,final_rx_role,source_ids,source_titles,source_urls,source_organizations,source_years,source_sections,source_snippets_short,evidence_claim_ids,disease_strategy_verified,drug_class_verified,generic_verified,product_label_verified,product_match_verified,dose_verified,pediatric_verified,antibiotic_criteria_verified,no_antibiotic_verified,red_flag_verified,exact_evidence_missing,exact_block_reason,exact_next_action,can_show_in_main_builder,can_show_in_peds_page,can_show_in_swaps,catalog_only_reason,pediatric_unlock_status,antibiotic_unlock_status,antiviral_unlock_status,clinical_readiness_refreshed,refresh_action,refresh_reason,remaining_source_gap,next_action
BDS007181,Leftose [Lysozyme chloride 30 mg.],Leftose,Lysozyme chloride 30 mg.,Lysozyme chloride,tablet,oral,ยาลดบวม (D),False,data/core/drug_short_lookup.json:lookup.BDS007181,coverage_255fc15aae4c,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS046509,Proctase-P [Proctase 10 mg+Pancreatin 50 mg],Proctase-P,Proctase 10 mg+Pancreatin 50 mg,Proctase + Pancreatin,capsule,oral,ยาลดบวม (D),False,data/core/drug_short_lookup.json:lookup.BDS046509,coverage_f894a2afb6eb,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS008607,Durasal-CR 4 mg [Salbutamol 4 mg.],Durasal-CR 4 mg,Salbutamol 4 mg.,Salbutamol,capsule,oral,ยาขยายหลอดลม (D),False,data/core/drug_short_lookup.json:lookup.BDS008607,coverage_edd48e69f92d,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS002616,Meptin 50 [Procaterol HCl 50 mcg.],Meptin 50,Procaterol HCl 50 mcg.,Procaterol HCl,tablet,oral,ยาขยายหลอดลม (D),False,data/core/drug_short_lookup.json:lookup.BDS002616,coverage_41d3cc105e6c,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS002617,Meptin Mini 25 [Procaterol HCl 25 mcg.],Meptin Mini 25,Procaterol HCl 25 mcg.,Procaterol HCl,tablet,oral,ยาขยายหลอดลม (D),False,data/core/drug_short_lookup.json:lookup.BDS002617,coverage_a923cef44fb9,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS002844,Nuelin SR [Theophylline 200 mg.],Nuelin SR,Theophylline 200 mg.,Theophylline,tablet,ophthalmic,ยาขยายหลอดลม (D),False,data/core/drug_short_lookup.json:lookup.BDS002844,coverage_f82ef96de34e,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS003708,Terbuhim [Terbutaline sulfate 2.5 mg],Terbuhim,Terbutaline sulfate 2.5 mg,Terbutaline sulfate,tablet,oral,ยาขยายหลอดลม (D),False,data/core/drug_short_lookup.json:lookup.BDS003708,coverage_9d2eb713365d,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS042329,Doiz 50 mg [Itopride hydrochloride 50 mg.],Doiz 50 mg,Itopride hydrochloride 50 mg.,Itopride hydrochloride,tablet,oral,ยาแก้อาเจียน (D),False,data/core/drug_short_lookup.json:lookup.BDS042329,coverage_118e275e9350,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS007106,Domperdone [Domperidone 10 mg.],Domperdone,Domperidone 10 mg.,Domperidone,tablet,oral,ยาแก้อาเจียน (D),False,data/core/drug_short_lookup.json:lookup.BDS007106,coverage_b85b53458d69,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS002048,Ganaton [Itopride Hydrochloride 50 mg.],Ganaton,Itopride Hydrochloride 50 mg.,Itopride Hydrochloride,tablet,oral,ยาแก้อาเจียน (D),False,data/core/drug_short_lookup.json:lookup.BDS002048,coverage_82b4d88f9e8d,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS006250,Gasmotin tabslets [Mosapride citrate 5 mg.],Gasmotin tabslets,Mosapride citrate 5 mg.,Mosapride citrate,tablet,oral,ยาแก้อาเจียน (D),False,data/core/drug_short_lookup.json:lookup.BDS006250,coverage_5ec47d5e06ef,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS044921,Mirax-M [Domperidone 10 mg.],Mirax-M,Domperidone 10 mg.,Domperidone,tablet,oral,ยาแก้อาเจียน (D),False,data/core/drug_short_lookup.json:lookup.BDS044921,coverage_52aa2c1b7371,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS006639,Molax-M [Domperidone 10 mg.],Molax-M,Domperidone 10 mg.,Domperidone,tablet,oral,ยาแก้อาเจียน (D),False,data/core/drug_short_lookup.json:lookup.BDS006639,coverage_08d9f76a55cd,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS002636,Motilium-M [Domperidone 10 mg.],Motilium-M,Domperidone 10 mg.,Domperidone,tablet,oral,ยาแก้อาเจียน (D),False,data/core/drug_short_lookup.json:lookup.BDS002636,coverage_2efad9a21596,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS046502,Patilum [Domperidone 10 mg.],Patilum,Domperidone 10 mg.,Domperidone,tablet,oral,ยาแก้อาเจียน (D),False,data/core/drug_short_lookup.json:lookup.BDS046502,coverage_c94ecda90571,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS001079,Air-X 120 [Simethicone 120 mg.],Air-X 120,Simethicone 120 mg.,Simethicone,tablet,oral,ยาขับลม,False,data/core/drug_short_lookup.json:lookup.BDS001079,coverage_84000341a984,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS006054,Gogaz [Simethicone 200 mg.],Gogaz,Simethicone 200 mg.,Simethicone,capsule,oral,ยาขับลม,False,data/core/drug_short_lookup.json:lookup.BDS006054,coverage_52bc02fd8939,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS008682,Pudin Hara [Peppermint Oil 150 mg.+Spearmint Oil 30 mg.],Pudin Hara,Peppermint Oil 150 mg.+Spearmint Oil 30 mg.,Peppermint Oil + Spearmint Oil,capsule,otic,ยาขับลม,False,data/core/drug_short_lookup.json:lookup.BDS008682,coverage_948ec8b91ca8,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS047683,Soda Mint [Sodium bicarbonate 300 mg+Peppermint Oil 0.003 ml],Soda Mint,Sodium bicarbonate 300 mg+Peppermint Oil 0.003 ml,Sodium bicarbonate + Peppermint Oil,tablet,oral,ยาขับลม,False,data/core/drug_short_lookup.json:lookup.BDS047683,coverage_a58ba161a052,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS003910,V-Cap [Simethicone 150 mg.],V-Cap,Simethicone 150 mg.,Simethicone,capsule,oral,ยาขับลม,False,data/core/drug_short_lookup.json:lookup.BDS003910,coverage_d6d9f0ae5236,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS040602,Biozole 150 mg [Fluconazole 150 mg.],Biozole 150 mg,Fluconazole 150 mg.,Fluconazole,capsule,oral,ยาต้านเชื้อรา (D),False,data/core/drug_short_lookup.json:lookup.BDS040602,coverage_8375e2ee617e,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS007128,Funa 200 mg [Fluconazole 200 mg.],Funa 200 mg,Fluconazole 200 mg.,Fluconazole,capsule,oral,ยาต้านเชื้อรา (D),False,data/core/drug_short_lookup.json:lookup.BDS007128,coverage_a237556c9c1d,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS007572,J.V.Nazole [Ketoconazole 200 mg.],J.V.Nazole,Ketoconazole 200 mg.,Ketoconazole,tablet,oral,ยาต้านเชื้อรา (D),False,data/core/drug_short_lookup.json:lookup.BDS007572,coverage_e67a23a91727,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS002826,Ninazol T.O. [Ketoconazole 200 mg.],Ninazol T.O.,Ketoconazole 200 mg.,Ketoconazole,tablet,oral,ยาต้านเชื้อรา (D),False,data/core/drug_short_lookup.json:lookup.BDS002826,coverage_e64e8429e27b,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS045631,"Nyst Oral [Nystatin 100,000 Unit/1 ml.]",Nyst Oral,"Nystatin 100,000 Unit/1 ml.",Nystatin 100,other,,ยาต้านเชื้อรา (D),True,data/core/drug_short_lookup.json:lookup.BDS045631,coverage_a2784ed75e80,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS003653,Spornar [Itraconazole 100 mg.],Spornar,Itraconazole 100 mg.,Itraconazole,capsule,oral,ยาต้านเชื้อรา (D),False,data/core/drug_short_lookup.json:lookup.BDS003653,coverage_bc727d37a4db,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS008064,Acyvir 400 mg [Acyclovir 400 mg.],Acyvir 400 mg,Acyclovir 400 mg.,Acyclovir,tablet,oral,ยาต้านเชื้อไวรัส (D),False,data/core/drug_short_lookup.json:lookup.BDS008064,coverage_3a494f8a67e9,antiviral_herpes_zoster,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,claim_68a2f40402d1; claim_81748b3a6e3e; claim_60679fe1b4e7,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,label_only_catalog,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS008065,Acyvir 800 mg [Acyclovir 800 mg.],Acyvir 800 mg,Acyclovir 800 mg.,Acyclovir,tablet,oral,ยาต้านเชื้อไวรัส (D),False,data/core/drug_short_lookup.json:lookup.BDS008065,coverage_e8098e182df4,antiviral_herpes_zoster,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,claim_68a2f40402d1; claim_81748b3a6e3e; claim_60679fe1b4e7,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,label_only_catalog,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS007782,Clinovir 200 mg [Acyclovir 200 mg.],Clinovir 200 mg,Acyclovir 200 mg.,Acyclovir,tablet,oral,ยาต้านเชื้อไวรัส (D),False,data/core/drug_short_lookup.json:lookup.BDS007782,coverage_af4d0a127563,antiviral_herpes_zoster,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,claim_68a2f40402d1; claim_81748b3a6e3e; claim_60679fe1b4e7,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,label_only_catalog,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS007783,Clinovir 400 mg [Acyclovir 400 mg.],Clinovir 400 mg,Acyclovir 400 mg.,Acyclovir,tablet,oral,ยาต้านเชื้อไวรัส (D),False,data/core/drug_short_lookup.json:lookup.BDS007783,coverage_47630c686f8e,antiviral_herpes_zoster,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,claim_68a2f40402d1; claim_81748b3a6e3e; claim_60679fe1b4e7,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,label_only_catalog,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS007781,Clinovir 800 mg [Acyclovir 800 mg.],Clinovir 800 mg,Acyclovir 800 mg.,Acyclovir,tablet,oral,ยาต้านเชื้อไวรัส (D),False,data/core/drug_short_lookup.json:lookup.BDS007781,coverage_e123872fa107,antiviral_herpes_zoster,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,claim_68a2f40402d1; claim_81748b3a6e3e; claim_60679fe1b4e7,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,label_only_catalog,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS004019,Vilerm 200 mg 5s [Acyclovir 200 mg.],Vilerm 200 mg 5s,Acyclovir 200 mg.,Acyclovir,tablet,oral,ยาต้านเชื้อไวรัส (D),False,data/core/drug_short_lookup.json:lookup.BDS004019,coverage_4f8e80b16b23,antiviral_herpes_zoster,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,claim_68a2f40402d1; claim_81748b3a6e3e; claim_60679fe1b4e7,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,label_only_catalog,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS004086,Vilerm 400 mg 5s [Acyclovir 400 mg.],Vilerm 400 mg 5s,Acyclovir 400 mg.,Acyclovir,tablet,oral,ยาต้านเชื้อไวรัส (D),False,data/core/drug_short_lookup.json:lookup.BDS004086,coverage_f4b177b88c7b,antiviral_herpes_zoster,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,claim_68a2f40402d1; claim_81748b3a6e3e; claim_60679fe1b4e7,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,label_only_catalog,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS004011,Vilerm 800 mg 5s [Acyclovir 800 mg.],Vilerm 800 mg 5s,Acyclovir 800 mg.,Acyclovir,tablet,oral,ยาต้านเชื้อไวรัส (D),False,data/core/drug_short_lookup.json:lookup.BDS004011,coverage_f7fac324c190,antiviral_herpes_zoster,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,claim_68a2f40402d1; claim_81748b3a6e3e; claim_60679fe1b4e7,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,label_only_catalog,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS001230,Benda 500 [Mebendazole 500 mg.],Benda 500,Mebendazole 500 mg.,Mebendazole,tablet,oral,ยาฆ่าพยาธิ,False,data/core/drug_short_lookup.json:lookup.BDS001230,coverage_d2797a7eaa86,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS001227,Benda 500 กลิ่นเลมอน [Mebendazole 500 mg.],Benda 500 กลิ่นเลมอน,Mebendazole 500 mg.,Mebendazole,tablet,oral,ยาฆ่าพยาธิ,False,data/core/drug_short_lookup.json:lookup.BDS001227,coverage_064cf635de12,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS001927,Fugacar 500 รสผลไม้ [Mebendazole 500 mg.],Fugacar 500 รสผลไม้,Mebendazole 500 mg.,Mebendazole,tablet,oral,ยาฆ่าพยาธิ,False,data/core/drug_short_lookup.json:lookup.BDS001927,coverage_7975e03b3bb3,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS042304,Dehecta [Dioctahedral Smectite 3 g./20 ml.],Dehecta,Dioctahedral Smectite 3 g./20 ml.,Dioctahedral Smectite,other,,ยาดูดซับสารพิษ,True,data/core/drug_short_lookup.json:lookup.BDS042304,coverage_d94915e80dbd,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS007122,Deltacarbon [Medicinal Charcoal 250 mg.],Deltacarbon,Medicinal Charcoal 250 mg.,Medicinal Charcoal,tablet,oral,ยาดูดซับสารพิษ,False,data/core/drug_short_lookup.json:lookup.BDS007122,coverage_5f5cbb880f48,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS045666,Ny-C-Bon [Activated Charcoal 260 mg.],Ny-C-Bon,Activated Charcoal 260 mg.,Activated Charcoal,capsule,oral,ยาดูดซับสารพิษ,False,data/core/drug_short_lookup.json:lookup.BDS045666,coverage_9ee5cdfae876,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS003546,Smecta [Dioctahedral Smectite 3 g.],Smecta,Dioctahedral Smectite 3 g.,Dioctahedral Smectite,other,,ยาดูดซับสารพิษ,True,data/core/drug_short_lookup.json:lookup.BDS003546,coverage_c9bfd16288f4,product_label_smpc,label_only_catalog,manual_review_required,false,catalog_only,,,,,,,,,,,,,,,,,,,product_label_source,drug short lookup is product/catalog metadata only,"use label/source only for product metadata, not disease regimen readiness",false,false,false,product metadata only,not_applicable,not_applicable,not_applicable,manual_review_required,keep_blocked_or_manual_review,drug short lookup is product/catalog metadata only,true,"use label/source only for product metadata, not disease regimen readiness"
BDS003912,Dacin-F 300 [Clindamycin 300 mg.],Dacin-F 300,Clindamycin 300 mg.,Clindamycin,capsule,oral,antibiotic,True,data/core/drug_short_lookup.json:lookup.BDS003912,coverage_d46bc13a2c61,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,,,,,,,,,,,,,,,,,,,,product_label_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",false,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
