disease_id,display_name,complaints,regimen_ids,manual_review,source_runtime_path
cough_sore_throat_sputum_nasal_discharge,cough sore throat sputum nasal discharge,"{""complaint"": ""cough sore throat sputum nasal discharge"", ""complaint_id"": ""CMP_COUGH_SORE_THROAT_SPUTUM_NASAL_DISCHARGE"", ""disease_id"": ""cough_sore_throat_sputum_nasal_discharge"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[38]
cutaneous_candidiasis_adult,cutaneous_candidiasis_adult,"{""complaint"": ""cutaneous candidiasis"", ""complaint_id"": ""CI0371"", ""disease_id"": ""cutaneous_candidiasis_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""candida skin rash"", ""complaint_id"": ""CI0372"", ""disease_id"": ""cutaneous_candidiasis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""yeast skin rash"", ""complaint_id"": ""CI0373"", ""disease_id"": ""cutaneous_candidiasis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0127,True,data/core/opd_fast_index.json:index[39]
dental_abscess_support_adult,dental_abscess_support_adult,"{""complaint"": ""dental abscess"", ""complaint_id"": ""CI0389"", ""disease_id"": ""dental_abscess_support_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""gum abscess"", ""complaint_id"": ""CI0390"", ""disease_id"": ""dental_abscess_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""tooth abscess"", ""complaint_id"": ""CI0391"", ""disease_id"": ""dental_abscess_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0133,True,data/core/opd_fast_index.json:index[40]
dental_infection_support_adult,dental_infection_support_adult,"{""complaint"": ""dental infection"", ""complaint_id"": ""CI0287"", ""disease_id"": ""dental_infection_support_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""gum infection"", ""complaint_id"": ""CI0288"", ""disease_id"": ""dental_infection_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""tooth infection"", ""complaint_id"": ""CI0289"", ""disease_id"": ""dental_infection_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0099,True,data/core/opd_fast_index.json:index[41]
dental_pain_support_adult,dental_pain_support_adult,"{""complaint"": ""dental pain"", ""complaint_id"": ""CI0380"", ""disease_id"": ""dental_pain_support_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""tooth pain"", ""complaint_id"": ""CI0381"", ""disease_id"": ""dental_pain_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""toothache"", ""complaint_id"": ""CI0382"", ""disease_id"": ""dental_pain_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0130,True,data/core/opd_fast_index.json:index[42]
dermatitis,dermatitis,"{""complaint"": ""dermatitis"", ""complaint_id"": ""CMP_DERMATITIS"", ""disease_id"": ""dermatitis"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[43]
diarrhea_adult,diarrhea adult,"{""complaint"": ""diarrhea adult"", ""complaint_id"": ""CMP_DIARRHEA_ADULT"", ""disease_id"": ""diarrhea_adult"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[44]
diarrhea_child,diarrhea child,"{""complaint"": ""diarrhea child"", ""complaint_id"": ""CMP_DIARRHEA_CHILD"", ""disease_id"": ""diarrhea_child"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[45]
digestive_aid_postmeal_adult,digestive_aid_postmeal_adult,"{""complaint"": ""digestive aid"", ""complaint_id"": ""CI0233"", ""disease_id"": ""digestive_aid_postmeal_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""after meal digestive aid"", ""complaint_id"": ""CI0234"", ""disease_id"": ""digestive_aid_postmeal_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""post meal fullness support"", ""complaint_id"": ""CI0235"", ""disease_id"": ""digestive_aid_postmeal_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0081,True,data/core/opd_fast_index.json:index[46]
dry_eye,dry eye,"{""complaint"": ""dry eye"", ""complaint_id"": ""CMP_DRY_EYE"", ""disease_id"": ""dry_eye"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[47]
dry_eye_adult,dry_eye_adult,"{""complaint"": ""dry eye"", ""complaint_id"": ""CI0009"", ""disease_id"": ""dry_eye_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}",FRM0007,True,data/core/opd_fast_index.json:index[48]
dry_eye_peds_support,dry_eye_peds_support,"{""complaint"": ""dry eye child"", ""complaint_id"": ""CI0209"", ""disease_id"": ""dry_eye_peds_support"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""child dry eye"", ""complaint_id"": ""CI0210"", ""disease_id"": ""dry_eye_peds_support"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eye dryness child"", ""complaint_id"": ""CI0211"", ""disease_id"": ""dry_eye_peds_support"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0073,True,data/core/opd_fast_index.json:index[49]
dry_skin_adult,dry_skin_adult,"{""complaint"": ""dry skin"", ""complaint_id"": ""CI0059"", ""disease_id"": ""dry_skin_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""xerosis"", ""complaint_id"": ""CI0060"", ""disease_id"": ""dry_skin_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""rough skin"", ""complaint_id"": ""CI0061"", ""disease_id"": ""dry_skin_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0023,True,data/core/opd_fast_index.json:index[50]
dysmenorrhea,dysmenorrhea,"{""complaint"": ""dysmenorrhea"", ""complaint_id"": ""CMP_DYSMENORRHEA"", ""disease_id"": ""dysmenorrhea"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[51]
dyspepsia,dyspepsia,"{""complaint"": ""dyspepsia"", ""complaint_id"": ""CMP_DYSPEPSIA"", ""disease_id"": ""dyspepsia"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[52]
dyspepsia_gas_adult,dyspepsia_gas_adult,"{""complaint"": ""dyspepsia gas"", ""complaint_id"": ""CI0140"", ""disease_id"": ""dyspepsia_gas_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""post meal belching"", ""complaint_id"": ""CI0141"", ""disease_id"": ""dyspepsia_gas_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""belching after meals"", ""complaint_id"": ""CI0142"", ""disease_id"": ""dyspepsia_gas_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0050,True,data/core/opd_fast_index.json:index[53]
dysuria,dysuria,"{""complaint"": ""dysuria"", ""complaint_id"": ""CMP_DYSURIA"", ""disease_id"": ""dysuria"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[54]
dysuria_lower_uti_adult,dysuria_lower_uti_adult,"{""complaint"": ""dysuria lower uti"", ""complaint_id"": ""CI0350"", ""disease_id"": ""dysuria_lower_uti_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""burning urination"", ""complaint_id"": ""CI0351"", ""disease_id"": ""dysuria_lower_uti_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""lower uti burning"", ""complaint_id"": ""CI0352"", ""disease_id"": ""dysuria_lower_uti_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0120,True,data/core/opd_fast_index.json:index[55]
eczema_dry_pruritic_adult,eczema_dry_pruritic_adult,"{""complaint"": ""dry itchy eczema"", ""complaint_id"": ""CI0188"", ""disease_id"": ""eczema_dry_pruritic_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eczema dry itchy"", ""complaint_id"": ""CI0189"", ""disease_id"": ""eczema_dry_pruritic_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""xerotic eczema"", ""complaint_id"": ""CI0190"", ""disease_id"": ""eczema_dry_pruritic_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0066,True,data/core/opd_fast_index.json:index[56]
eye_irritation_adult,eye_irritation_adult,"{""complaint"": ""eye irritation"", ""complaint_id"": ""CI0023"", ""disease_id"": ""eye_irritation_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""dust in eye"", ""complaint_id"": ""CI0024"", ""disease_id"": ""eye_irritation_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""red eye from dust"", ""complaint_id"": ""CI0025"", ""disease_id"": ""eye_irritation_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0010,True,data/core/opd_fast_index.json:index[57]
eye_irritation_peds,eye_irritation_peds,"{""complaint"": ""eye irritation child"", ""complaint_id"": ""CI0206"", ""disease_id"": ""eye_irritation_peds"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eye irritation kid"", ""complaint_id"": ""CI0207"", ""disease_id"": ""eye_irritation_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""dust in eye child"", ""complaint_id"": ""CI0208"", ""disease_id"": ""eye_irritation_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0072,True,data/core/opd_fast_index.json:index[58]
eye_lubrication_adult,eye_lubrication_adult,"{""complaint"": ""eye lubrication"", ""complaint_id"": ""CI0098"", ""disease_id"": ""eye_lubrication_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""lubricant drops"", ""complaint_id"": ""CI0099"", ""disease_id"": ""eye_lubrication_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""artificial tears"", ""complaint_id"": ""CI0100"", ""disease_id"": ""eye_lubrication_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0036,True,data/core/opd_fast_index.json:index[59]
eye_wash_support_adult,eye_wash_support_adult,"{""complaint"": ""eye wash"", ""complaint_id"": ""CI0200"", ""disease_id"": ""eye_wash_support_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""wash eye"", ""complaint_id"": ""CI0201"", ""disease_id"": ""eye_wash_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eye rinse"", ""complaint_id"": ""CI0202"", ""disease_id"": ""eye_wash_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0070,True,data/core/opd_fast_index.json:index[60]
eyelid_bump,eyelid bump,"{""complaint"": ""eyelid bump"", ""complaint_id"": ""CMP_EYELID_BUMP"", ""disease_id"": ""eyelid_bump"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[61]
fever_myalgia,fever myalgia,"{""complaint"": ""fever myalgia"", ""complaint_id"": ""CMP_FEVER_MYALGIA"", ""disease_id"": ""fever_myalgia"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[62]
foreign_body_irritation_followup_adult,foreign_body_irritation_followup_adult,"{""complaint"": ""foreign body irritation"", ""complaint_id"": ""CI0203"", ""disease_id"": ""foreign_body_irritation_followup_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eye irritation follow up"", ""complaint_id"": ""CI0204"", ""disease_id"": ""foreign_body_irritation_followup_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""after dust eye irritation"", ""complaint_id"": ""CI0205"", ""disease_id"": ""foreign_body_irritation_followup_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0071,True,data/core/opd_fast_index.json:index[63]
frequency_urgency_uti_adult,frequency_urgency_uti_adult,"{""complaint"": ""urine frequency urgency"", ""complaint_id"": ""CI0353"", ""disease_id"": ""frequency_urgency_uti_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""uti frequency urgency"", ""complaint_id"": ""CI0354"", ""disease_id"": ""frequency_urgency_uti_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""frequent urination infection"", ""complaint_id"": ""CI0355"", ""disease_id"": ""frequency_urgency_uti_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0121,True,data/core/opd_fast_index.json:index[64]
functional_bloating_adult,functional_bloating_adult,"{""complaint"": ""functional bloating"", ""complaint_id"": ""CI0137"", ""disease_id"": ""functional_bloating_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""flatulence"", ""complaint_id"": ""CI0138"", ""disease_id"": ""functional_bloating_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""stomach gas bloating"", ""complaint_id"": ""CI0139"", ""disease_id"": ""functional_bloating_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0049,True,data/core/opd_fast_index.json:index[65]
fungal_intertrigo_adult,fungal_intertrigo_adult,"{""complaint"": ""fungal intertrigo"", ""complaint_id"": ""CI0365"", ""disease_id"": ""fungal_intertrigo_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""skin fold fungal rash"", ""complaint_id"": ""CI0366"", ""disease_id"": ""fungal_intertrigo_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""candida intertrigo"", ""complaint_id"": ""CI0367"", ""disease_id"": ""fungal_intertrigo_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0125,True,data/core/opd_fast_index.json:index[66]
gas_belching_adult,gas_belching_adult,"{""complaint"": ""belching"", ""complaint_id"": ""CI0104"", ""disease_id"": ""gas_belching_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""gas belching"", ""complaint_id"": ""CI0105"", ""disease_id"": ""gas_belching_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""dyspeptic gas"", ""complaint_id"": ""CI0106"", ""disease_id"": ""gas_belching_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0038,True,data/core/opd_fast_index.json:index[67]
gastroenteritis_mild_adult,gastroenteritis_mild_adult,"{""complaint"": ""gastroenteritis"", ""complaint_id"": ""CI0131"", ""disease_id"": ""gastroenteritis_mild_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""viral gastroenteritis"", ""complaint_id"": ""CI0132"", ""disease_id"": ""gastroenteritis_mild_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""mild diarrhea"", ""complaint_id"": ""CI0133"", ""disease_id"": ""gastroenteritis_mild_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0047,True,data/core/opd_fast_index.json:index[68]
gerd,GERD,"{""complaint"": ""GERD"", ""complaint_id"": ""CMP_GERD"", ""disease_id"": ""gerd"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[69]
gingivitis_localized_adult,gingivitis_localized_adult,"{""complaint"": ""gingivitis"", ""complaint_id"": ""CI0383"", ""disease_id"": ""gingivitis_localized_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""gum inflammation"", ""complaint_id"": ""CI0384"", ""disease_id"": ""gingivitis_localized_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""swollen gums"", ""complaint_id"": ""CI0385"", ""disease_id"": ""gingivitis_localized_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0131,True,data/core/opd_fast_index.json:index[70]
gum_inflammation_support_adult,gum_inflammation_support_adult,"{""complaint"": ""gum inflammation support"", ""complaint_id"": ""CI0386"", ""disease_id"": ""gum_inflammation_support_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""gum gargle support"", ""complaint_id"": ""CI0387"", ""disease_id"": ""gum_inflammation_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""oral antiseptic gum support"", ""complaint_id"": ""CI0388"", ""disease_id"": ""gum_inflammation_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0132,True,data/core/opd_fast_index.json:index[71]
herpes_labialis,herpes labialis,"{""complaint"": ""herpes labialis"", ""complaint_id"": ""CMP_HERPES_LABIALIS"", ""disease_id"": ""herpes_labialis"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[72]
herpes_labialis_adult,herpes_labialis_adult,"{""complaint"": ""cold sore"", ""complaint_id"": ""CI0068"", ""disease_id"": ""herpes_labialis_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""herpes labialis"", ""complaint_id"": ""CI0069"", ""disease_id"": ""herpes_labialis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""lip blister"", ""complaint_id"": ""CI0070"", ""disease_id"": ""herpes_labialis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0026,True,data/core/opd_fast_index.json:index[73]
herpes_zoster_adult,herpes_zoster_adult,"{""complaint"": ""shingles"", ""complaint_id"": ""CI0071"", ""disease_id"": ""herpes_zoster_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""herpes zoster"", ""complaint_id"": ""CI0072"", ""disease_id"": ""herpes_zoster_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""zoster"", ""complaint_id"": ""CI0073"", ""disease_id"": ""herpes_zoster_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0027,True,data/core/opd_fast_index.json:index[74]
impetigo_localized_adult,impetigo_localized_adult,"{""complaint"": ""impetigo"", ""complaint_id"": ""CI0167"", ""disease_id"": ""impetigo_localized_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""localized skin infection"", ""complaint_id"": ""CI0168"", ""disease_id"": ""impetigo_localized_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""small bacterial skin lesion"", ""complaint_id"": ""CI0169"", ""disease_id"": ""impetigo_localized_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0059,True,data/core/opd_fast_index.json:index[75]
impetigo_oral_antibiotic_adult,impetigo_oral_antibiotic_adult,"{""complaint"": ""impetigo oral antibiotic"", ""complaint_id"": ""CI0299"", ""disease_id"": ""impetigo_oral_antibiotic_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""extensive impetigo"", ""complaint_id"": ""CI0300"", ""disease_id"": ""impetigo_oral_antibiotic_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""impetigo widespread"", ""complaint_id"": ""CI0301"", ""disease_id"": ""impetigo_oral_antibiotic_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0103,True,data/core/opd_fast_index.json:index[76]
indigestion_postmeal_adult,indigestion_postmeal_adult,"{""complaint"": ""indigestion after meal"", ""complaint_id"": ""CI0230"", ""disease_id"": ""indigestion_postmeal_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""post meal indigestion"", ""complaint_id"": ""CI0231"", ""disease_id"": ""indigestion_postmeal_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""after meal dyspepsia"", ""complaint_id"": ""CI0232"", ""disease_id"": ""indigestion_postmeal_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0080,True,data/core/opd_fast_index.json:index[77]
infected_abrasion_adult,infected_abrasion_adult,"{""complaint"": ""infected abrasion"", ""complaint_id"": ""CI0305"", ""disease_id"": ""infected_abrasion_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""abrasion infected"", ""complaint_id"": ""CI0306"", ""disease_id"": ""infected_abrasion_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""infected scrape"", ""complaint_id"": ""CI0307"", ""disease_id"": ""infected_abrasion_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0105,True,data/core/opd_fast_index.json:index[78]
infected_eczema_localized_adult,infected_eczema_localized_adult,"{""complaint"": ""infected eczema"", ""complaint_id"": ""CI0308"", ""disease_id"": ""infected_eczema_localized_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""infected dermatitis"", ""complaint_id"": ""CI0309"", ""disease_id"": ""infected_eczema_localized_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eczema with infection"", ""complaint_id"": ""CI0310"", ""disease_id"": ""infected_eczema_localized_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0106,True,data/core/opd_fast_index.json:index[79]
infected_insect_bite_adult,infected_insect_bite_adult,"{""complaint"": ""infected insect bite"", ""complaint_id"": ""CI0290"", ""disease_id"": ""infected_insect_bite_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""infected mosquito bite"", ""complaint_id"": ""CI0291"", ""disease_id"": ""infected_insect_bite_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""bite cellulitis small"", ""complaint_id"": ""CI0292"", ""disease_id"": ""infected_insect_bite_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0100,True,data/core/opd_fast_index.json:index[80]
infected_insect_bite_peds,infected_insect_bite_peds,"{""complaint"": ""infected insect bite child"", ""complaint_id"": ""CI0293"", ""disease_id"": ""infected_insect_bite_peds"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""infected bite child"", ""complaint_id"": ""CI0294"", ""disease_id"": ""infected_insect_bite_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""red infected bug bite child"", ""complaint_id"": ""CI0295"", ""disease_id"": ""infected_insect_bite_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0101,True,data/core/opd_fast_index.json:index[81]
