gap_id,entity_type,entity_id,required_source_priority,status,manual_review,queue_type,source_file,source_runtime_path,affected_products,todo_id,source_id_suggestion,title_query,organization_target,clinical_domain,related_drugs,related_complaints,evidence_needed,preferred_source_type,search_query,priority,review_status,source_url_candidates,notes,missing_item,review_note
GAP_DISEASE_CONSTIPATION,disease,constipation,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[10],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_DRY_EYE,disease,dry_eye,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[11],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_RED_EYE,disease,red_eye,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[12],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_BACTERIAL_CONJUNCTIVITIS,disease,bacterial_conjunctivitis,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[13],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_ALLERGIC_CONJUNCTIVITIS,disease,allergic_conjunctivitis,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[14],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_EYELID_BUMP,disease,eyelid_bump,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[15],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_PTERYGIUM,disease,pterygium,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[16],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_TINEA,disease,tinea,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[17],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_DERMATITIS,disease,dermatitis,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[18],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_HERPES_LABIALIS,disease,herpes_labialis,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[19],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_APHTHOUS_ULCER,disease,aphthous_ulcer,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[20],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_URTICARIA,disease,urticaria,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[21],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_DYSURIA,disease,dysuria,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[22],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_URINARY_FREQUENCY,disease,urinary_frequency,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[23],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_DYSMENORRHEA,disease,dysmenorrhea,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[24],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_MIGRAINE_HEADACHE,disease,migraine_headache,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[25],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_VERTIGO,disease,vertigo,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[26],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_MSK_PAIN,disease,msk_pain,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[27],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_MINOR_WOUND,disease,minor_wound,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[28],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_ANIMAL_BITE,disease,animal_bite,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[29],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_TAG_ALLERGY,drug_role_tag,allergy,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[30],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_TAG_ANTIBIOTIC,drug_role_tag,antibiotic,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[31],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_TAG_COUGH_COLD,drug_role_tag,cough_cold,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[32],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_TAG_EYE,drug_role_tag,eye,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[33],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_TAG_PAIN_FEVER,drug_role_tag,pain_fever,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[34],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_TAG_PEDIATRIC_CANDIDATE,drug_role_tag,pediatric_candidate,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[35],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
