coverage_family,row_id,product_id,disease_key,generic_name,status,rx_ready,missing_fields,next_action
regimen,gold_regimen_27bec7892325,BDS001682,dry_skin_adult,10% Urea,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_9872adef8f2f,BDS001683,dry_skin_adult,20% Urea,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_d7d71e24e096,BDS001682,dry_skin_adult,10% Urea,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_f103d0392bf4,BDS001683,dry_skin_adult,20% Urea,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_fac4b735853e,BDS001682,dry_skin_adult,10% Urea,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_c2c0afebdcda,BDS001683,dry_skin_adult,20% Urea,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_5687f88c70b9,BDS004213,itchy_dermatitis_adult,Cetirizine dihydrochloride 10 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b98de70b5c4c,BDS001057,itchy_dermatitis_adult,Triamcinolone Acetonide 0.02%,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_8414f185c820,BDS006745,itchy_dermatitis_adult,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_11adacde13f2,BDS004213,itchy_dermatitis_adult,Cetirizine dihydrochloride 10 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_2ece86ec5021,BDS001057,itchy_dermatitis_adult,Triamcinolone Acetonide 0.02%,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_4a8057c91f8d,BDS006745,itchy_dermatitis_adult,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_c3586f0f56b9,BDS004213,itchy_dermatitis_adult,Cetirizine dihydrochloride 10 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_7104fd74d4be,BDS001057,itchy_dermatitis_adult,Triamcinolone Acetonide 0.02%,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b8d364ce3585,BDS006745,itchy_dermatitis_adult,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_43c6d5599987,BDS004213,insect_bite_reaction_adult,Cetirizine dihydrochloride 10 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_8e9a4176297c,BDS006745,insect_bite_reaction_adult,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_79c0ee3aad84,BDS004213,insect_bite_reaction_adult,Cetirizine dihydrochloride 10 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_c109a752f976,BDS006745,insect_bite_reaction_adult,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_5ba13ec34bd2,BDS004213,insect_bite_reaction_adult,Cetirizine dihydrochloride 10 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_27551e5d7dc9,BDS006745,insect_bite_reaction_adult,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_2a3c961abd8f,BDS008064,herpes_labialis_adult,Acyclovir 400 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_91d6a064bd18,BDS008064,herpes_labialis_adult,Acyclovir 400 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b1cfe54883d8,BDS008064,herpes_labialis_adult,Acyclovir 400 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_082378a8b883,BDS008065,herpes_zoster_adult,Acyclovir 800 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_48122e601ac2,BDS003762,herpes_zoster_adult,Paracetamol 500 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_1c4db542f932,BDS008065,herpes_zoster_adult,Acyclovir 800 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_32d3e4c4600e,BDS003762,herpes_zoster_adult,Paracetamol 500 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_d2eca68f9133,BDS008065,herpes_zoster_adult,Acyclovir 800 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_0f38ac77a90f,BDS003762,herpes_zoster_adult,Paracetamol 500 mg.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_f0dd90ed07a6,BDS001491,tinea_pruritic_rash_adult,Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_4b57f1ab9b55,BDS001491,tinea_pruritic_rash_adult,Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_cc9f9c7d0751,BDS001491,tinea_pruritic_rash_adult,Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_43fd131554bd,BDS045631,oral_thrush_adult,"Nystatin 100,000 Unit/1 ml.",not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_94fdf87bcd75,BDS045631,oral_thrush_adult,"Nystatin 100,000 Unit/1 ml.",not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b58673bfc18a,BDS045631,oral_thrush_adult,"Nystatin 100,000 Unit/1 ml.",not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_6abf4e9c1d69,BDS001007,minor_burn_adult,วุ้นจากว่านหางจระเข้ 87.399 %,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_eabd4b51837a,BDS002801,minor_burn_adult,Beta-sitosterol 0.25%,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_7c5c81a85ba3,BDS001007,minor_burn_adult,วุ้นจากว่านหางจระเข้ 87.399 %,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_569d97623264,BDS002801,minor_burn_adult,Beta-sitosterol 0.25%,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_cf4b35ff6c95,BDS001007,minor_burn_adult,วุ้นจากว่านหางจระเข้ 87.399 %,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_05e3f593ab04,BDS002801,minor_burn_adult,Beta-sitosterol 0.25%,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_aa4ae980e25e,BDS002003,minor_skin_infection_topical_adult,Gentamicin 1 mg./1 g.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b5869aaa96d1,BDS002003,minor_skin_infection_topical_adult,Gentamicin 1 mg./1 g.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_3b32ba6f2933,BDS002003,minor_skin_infection_topical_adult,Gentamicin 1 mg./1 g.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_86b2793359d8,BDS004213,allergic_conjunctivitis_adult,Cetirizine dihydrochloride 10 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_cec78fa6c48e,BDS004035,allergic_conjunctivitis_adult,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_d20296d6813d,BDS001552,allergic_conjunctivitis_adult,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_1f11b9a8510d,BDS004213,allergic_conjunctivitis_adult,Cetirizine dihydrochloride 10 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_5e1eb17e488b,BDS004035,allergic_conjunctivitis_adult,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_aee5acbc6d2b,BDS001552,allergic_conjunctivitis_adult,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_f7cbca1485bb,BDS004213,allergic_conjunctivitis_adult,Cetirizine dihydrochloride 10 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_ee57627f68b2,BDS004035,allergic_conjunctivitis_adult,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_f875bbc73b61,BDS001552,allergic_conjunctivitis_adult,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_0edac0f9320e,BDS001103,bacterial_sinusitis_adult,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_65b7abe25678,BDS003762,bacterial_sinusitis_adult,Paracetamol 500 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_4aba1e354a74,BDS044320,bacterial_sinusitis_adult,Sodium Chloride 0.9 g./100 ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_5cc83b5fa297,BDS002215,bacterial_sinusitis_adult,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b7d2a2a8d947,BDS001103,bacterial_sinusitis_adult,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_86056078e8f8,BDS003762,bacterial_sinusitis_adult,Paracetamol 500 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_3b1b4c82cb8b,BDS044320,bacterial_sinusitis_adult,Sodium Chloride 0.9 g./100 ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_37d9a6d825d5,BDS002215,bacterial_sinusitis_adult,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_7b305ec3ca8e,BDS001103,bacterial_sinusitis_adult,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_e574b703d02c,BDS003762,bacterial_sinusitis_adult,Paracetamol 500 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_d41359111c9d,BDS044320,bacterial_sinusitis_adult,Sodium Chloride 0.9 g./100 ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_de170feee361,BDS002215,bacterial_sinusitis_adult,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_e399b9ae2b08,BDS002201,bacterial_pharyngitis_adult,Amoxicillin 500 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_b53b2f67f0a7,BDS003762,bacterial_pharyngitis_adult,Paracetamol 500 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_9d447e115eaa,BDS002411,bacterial_pharyngitis_adult,ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_1680831f8422,BDS006462,bacterial_pharyngitis_adult,Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_c146ce92aa52,BDS002201,bacterial_pharyngitis_adult,Amoxicillin 500 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_d13d4bb43bc7,BDS003762,bacterial_pharyngitis_adult,Paracetamol 500 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_d38dc3c55397,BDS002411,bacterial_pharyngitis_adult,ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_d3f18fa0b090,BDS006462,bacterial_pharyngitis_adult,Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_076f4bed0461,BDS002201,bacterial_pharyngitis_adult,Amoxicillin 500 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_cb16255159c7,BDS003762,bacterial_pharyngitis_adult,Paracetamol 500 mg.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_830e487ae7d1,BDS002411,bacterial_pharyngitis_adult,ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_a42dd8f6a200,BDS006462,bacterial_pharyngitis_adult,Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.,not_fully_verified,False,product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_69b720bfccec,BDS044320,nasal_irrigation_support_adult,Sodium Chloride 0.9 g./100 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_64fc535881ca,BDS002215,nasal_irrigation_support_adult,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_0ae97a388529,BDS002805,nasal_irrigation_support_adult,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_bc19d0c492f1,BDS044320,nasal_irrigation_support_adult,Sodium Chloride 0.9 g./100 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_845dc20e576b,BDS002215,nasal_irrigation_support_adult,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_6e21fd8bef72,BDS002805,nasal_irrigation_support_adult,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_7d01be0b3d3d,BDS044320,nasal_irrigation_support_adult,Sodium Chloride 0.9 g./100 ml.,not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_c5d51c5cf099,BDS002215,nasal_irrigation_support_adult,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_9fb1aa02dd31,BDS002805,nasal_irrigation_support_adult,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_02b17ec25041,BDS004035,eye_lubrication_adult,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_ab1824291a0d,BDS001552,eye_lubrication_adult,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,not_fully_verified,True,disease guideline/line-of-treatment proof,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_7a6d7f006dc6,BDS003679,eye_lubrication_adult,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_a930b322876c,BDS004035,eye_lubrication_adult,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),not_fully_verified,False,disease guideline/line-of-treatment proof; product/regimen source citation; indication; dose; route; frequency; duration; minimum safety,add exact source-backed field evidence before RX/SWAPS promotion
regimen,gold_regimen_981403461f71,BDS001552,eye_lubrication_adult,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,not_fully_verified,True,disease guideline/line-of-treatment proof,add exact source-backed field evidence before RX/SWAPS promotion
