age_max_months,age_min_months,calculation_formula,contraindicated_age,disease_key,dose_basis,dose_max_mg_per_kg,dose_min_mg_per_kg,duration,final_pediatric_status,fixed_dose,formula_template_ready,frequency,generic_name,max_mg_per_day,max_mg_per_dose,pediatric_age_gate_note,pediatric_formula_block_reason,pediatric_formula_ready,pediatric_product_label_verified,pediatric_rule_id,product_concentration,product_concentration_source_ids,product_id,product_match_status,rounding_rule,source_ids,volume_formula,weight_max_kg,weight_min_kg,accredited_source_status,missing_accredited_fields,next_action
,,,,,,,,,source_missing_hide_from_rx,,False,,salbutamol,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_5fc7831f353e,"{""manual_review"": false, ""matched_text"": ""2.4 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.48}",,BDS003645,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,salbutamol,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_2e2d87c0047e,"{""manual_review"": false, ""matched_text"": ""2 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.4}",,BDS003589,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,ergotamine tartrate + caffeine,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_f30939fd5cd4,"{""manual_review"": true, ""matched_text"": ""1 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 1.0}",,BDS001071,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,dicyclomine + simethicone,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_90d9b412c33d,"{""manual_review"": false, ""matched_text"": ""50 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 10.0}",,BDS008034,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,aluminium hydroxide gel eq. to aluminium hydroxide + magnesium hydroxide + simethicone,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_38916c2c9fe3,"{""manual_review"": false, ""matched_text"": ""30 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 6.0}",,BDS040608,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,sodium alginate ph eur + potassium bicarbonate + calcium carbonate + carbomer,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_5a877fdc1acc,"{""manual_review"": true, ""matched_text"": ""1000 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 1000.0}",,BDS043613,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,sodium alginate + sodium bicarbonate + calcium carbonate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_c39a0095f0b1,"{""manual_review"": true, ""matched_text"": ""500 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 500.0}",,BDS002033,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,sodium alginate + sodium bicarbonate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_8dfd8aa4af12,"{""manual_review"": false, ""matched_text"": ""267 mg./10 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 26.7}",,BDS002014,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,sodium alginate + sodium bicarbonate + calcium carbonate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_220f782f6a27,"{""manual_review"": false, ""matched_text"": ""160 mg./10 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 16.0}",,BDS002013,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,sodium alginate + sodium bicarbonate + calcium carbonate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_30181f9251c2,"{""manual_review"": false, ""matched_text"": ""160 mg./10 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 16.0}",,BDS043606,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,sucralfate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_9af91df56164,"{""manual_review"": false, ""matched_text"": ""1 g./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 200.0}",,BDS003918,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,sucralfate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_01c87b23db2a,"{""manual_review"": false, ""matched_text"": ""1 g./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 200.0}",,BDS003917,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,sucralfate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_f9cb07587edc,"{""manual_review"": true, ""matched_text"": ""1 g"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 1000.0}",,BDS003915,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,simethicone,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_cd720cb88163,"{""manual_review"": false, ""matched_text"": ""40 mg./0.6 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 66.666667}",,BDS001013,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,domperidone,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_ac6ba8ebbc95,"{""manual_review"": false, ""matched_text"": ""1 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 1.0}",,BDS002637,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,domperidone,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_affa441e65ce,"{""manual_review"": false, ""matched_text"": ""1 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 1.0}",,BDS046503,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,3,dose_min_mg = 5 * weight_kg; dose_max_mg = 10 * weight_kg; max_mg_per_day = 30 * weight_kg,"do not administer to children under 3 months; product label age gate: Active ingredient (in each 5 mL) Ibuprofen 100 mg. Directions: under 24 lb/under 2 years ask a doctor; repeat every 6 to 8 hours; do not use more than 4 times a day. Workbook row is ibuprofen 100 mg/5 mL oral suspension; DailyMed label supports the matching generic concentration/formulation only, not Thai brand registration.",,weight_based_mg_per_kg_per_dose_range,10,5,,gold_ready_pediatric,,True,3 to 4 times daily,ibuprofen,30 mg/kg/day,,"Active ingredient (in each 5 mL) Ibuprofen 100 mg. Directions: under 24 lb/under 2 years ask a doctor; repeat every 6 to 8 hours; do not use more than 4 times a day. Workbook row is ibuprofen 100 mg/5 mL oral suspension; DailyMed label supports the matching generic concentration/formulation only, not Thai brand registration.",,True,True,peds_9ecb0fa05d15,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",dailymed_ibuprofen_100mg_5ml_peds_2026,BDS001665,generic_strength_form_route_match_not_thai_brand_registered,display exact min-max mL range to 0.1 mL; do not exceed max_mg_per_day,dailymed_ibuprofen_100mg_5ml_peds_2026; msf_ibuprofen_oral_peds_2024,dose_min_ml = dose_min_mg / 20; dose_max_ml = dose_max_mg / 20; concentration_mg_per_ml = 20,,,pediatric_formula_ready,,ready for pediatric formula review
,3,dose_min_mg = 5 * weight_kg; dose_max_mg = 10 * weight_kg; max_mg_per_day = 30 * weight_kg,"do not administer to children under 3 months; product label age gate: Active ingredient (in each 5 mL) Ibuprofen 100 mg. Directions: under 24 lb/under 2 years ask a doctor; repeat every 6 to 8 hours; do not use more than 4 times a day. Workbook row is ibuprofen 100 mg/5 mL oral suspension; DailyMed label supports the matching generic concentration/formulation only, not Thai brand registration.",,weight_based_mg_per_kg_per_dose_range,10,5,,gold_ready_pediatric,,True,3 to 4 times daily,ibuprofen,30 mg/kg/day,,"Active ingredient (in each 5 mL) Ibuprofen 100 mg. Directions: under 24 lb/under 2 years ask a doctor; repeat every 6 to 8 hours; do not use more than 4 times a day. Workbook row is ibuprofen 100 mg/5 mL oral suspension; DailyMed label supports the matching generic concentration/formulation only, not Thai brand registration.",,True,True,peds_4b4a9525d1e8,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",dailymed_ibuprofen_100mg_5ml_peds_2026,BDS007151,generic_strength_form_route_match_not_thai_brand_registered,display exact min-max mL range to 0.1 mL; do not exceed max_mg_per_day,dailymed_ibuprofen_100mg_5ml_peds_2026; msf_ibuprofen_oral_peds_2024,dose_min_ml = dose_min_mg / 20; dose_max_ml = dose_max_mg / 20; concentration_mg_per_ml = 20,,,pediatric_formula_ready,,ready for pediatric formula review
,3,dose_min_mg = 5 * weight_kg; dose_max_mg = 10 * weight_kg; max_mg_per_day = 30 * weight_kg,"do not administer to children under 3 months; product label age gate: Active ingredient (in each 5 mL) Ibuprofen 100 mg. Directions: under 24 lb/under 2 years ask a doctor; repeat every 6 to 8 hours; do not use more than 4 times a day. Workbook row is ibuprofen 100 mg/5 mL oral suspension; DailyMed label supports the matching generic concentration/formulation only, not Thai brand registration.",,weight_based_mg_per_kg_per_dose_range,10,5,,gold_ready_pediatric,,True,3 to 4 times daily,ibuprofen,30 mg/kg/day,,"Active ingredient (in each 5 mL) Ibuprofen 100 mg. Directions: under 24 lb/under 2 years ask a doctor; repeat every 6 to 8 hours; do not use more than 4 times a day. Workbook row is ibuprofen 100 mg/5 mL oral suspension; DailyMed label supports the matching generic concentration/formulation only, not Thai brand registration.",,True,True,peds_c095d6037e45,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",dailymed_ibuprofen_100mg_5ml_peds_2026,BDS002845,generic_strength_form_route_match_not_thai_brand_registered,display exact min-max mL range to 0.1 mL; do not exceed max_mg_per_day,dailymed_ibuprofen_100mg_5ml_peds_2026; msf_ibuprofen_oral_peds_2024,dose_min_ml = dose_min_mg / 20; dose_max_ml = dose_max_mg / 20; concentration_mg_per_ml = 20,,,pediatric_formula_ready,,ready for pediatric formula review
,,,,,,,,,source_missing_hide_from_rx,,False,,bromhexine hcl,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_3bf58332416a,"{""manual_review"": false, ""matched_text"": ""4 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.8}",,BDS007031,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,hyoscine n butylbromide,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_446d54b97cac,"{""manual_review"": false, ""matched_text"": ""5 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 1.0}",,BDS008325,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,glucosamine sulfate sodium,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_ad5841a611c5,"{""manual_review"": true, ""matched_text"": ""1500 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 1500.0}",,BDS007743,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,glucosamine sulfate sodium,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_a881b5c70bb4,"{""manual_review"": true, ""matched_text"": ""1500 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 1500.0}",,BDS043605,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,lactulose,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_21d32ca5fb41,"{""manual_review"": false, ""matched_text"": ""66.7 g./100 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 667.0}",,BDS007554,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,felodipine,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_4a2b93248e55,"{""manual_review"": true, ""matched_text"": ""5 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 5.0}",,BDS043130,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,losartan potassium,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_e6385ee5098a,"{""manual_review"": true, ""matched_text"": ""100 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 100.0}",,BDS044532,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,nifedipine,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_593c23a69f46,"{""manual_review"": true, ""matched_text"": ""20 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 20.0}",,BDS002808,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,metformin hcl,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_ac5b44d20441,"{""manual_review"": true, ""matched_text"": ""1000 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 1000.0}",,BDS043610,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,chloramphenicol,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_6eb9b1a4ef8d,"{""manual_review"": false, ""matched_text"": ""5 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 5.0}",,BDS001437,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,fusidic acid + preservative,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_ba1fe5067123,"{""manual_review"": true, ""matched_text"": ""0.1%"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.1}",,BDS001847,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,neomycin sulfate + polymyxin b sulfate + gramicidin,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_94d2e05c0761,"{""manual_review"": false, ""matched_text"": ""0.025 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.025}",,BDS003181,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,dexamethasone sodium phosphate + chloramphenicol + tetrahydrozoline hcl,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_1e7271805230,"{""manual_review"": false, ""matched_text"": ""0.25 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.25}",,BDS041404,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,dexamethasone sodium phosphate + neomycin sulfate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_755f97e7bf72,"{""manual_review"": true, ""matched_text"": ""0.1 %"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.1}",,BDS001632,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,fluorometholone + polyvinyl alcohol + sodium chloride + sodium phosphste monobasic,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_e277d7b5ecdd,"{""manual_review"": true, ""matched_text"": ""0.1 %"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.1}",,BDS006181,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,tobramycin + dexamethasone + tyloxapol + sodium chloride,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_765db2f7fe9d,"{""manual_review"": true, ""matched_text"": ""0.3%"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.3}",,BDS003862,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,citrate/borate buffer + sodium chloride + edetate disodium + peg 11 lauryl ether carboxylic acid,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_f4727f953776,"{""manual_review"": true, ""matched_text"": ""0.05%"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.05}",,BDS001551,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,hypromellose + sodium chloride + boric acid + potassium chloride,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_6a11b7c718d5,"{""manual_review"": true, ""matched_text"": ""0.3%"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.3}",,BDS002107,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,hypromellose w/v,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_56fb97920b0f,"{""manual_review"": true, ""matched_text"": ""0.3%"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.3}",,BDS045617,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,hypromellose + preservative,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_4ec79ddf9f17,"{""manual_review"": true, ""matched_text"": ""0.3%"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.3}",,BDS046204,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,citrate buffer + sodium chloride + preservative,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_fbd91c8b66e5,"{""manual_review"": true, ""matched_text"": ""0.05%"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.05}",,BDS003102,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,povidone + boric acid + potassium chloride + sodium chloride,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_bc156d8e6fc8,"{""manual_review"": true, ""matched_text"": ""0.1%"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.1}",,BDS001204,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,hypromellose usp + preservative,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_380e78aeca1d,"{""manual_review"": true, ""matched_text"": ""0.3%"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.3}",,BDS047647,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,polyethylene glycol 400 + propylene glycol + aminomethylpropanol + boric acid,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_ff53fa78046e,"{""manual_review"": true, ""matched_text"": ""0.4%"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.4}",,BDS047637,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,polyethylene glycol 400 + propylene glycol + aminomethylpropanol + boric acid,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_19a25a6439e3,"{""manual_review"": true, ""matched_text"": ""0.4%"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.4}",,BDS003679,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,carboxymethyl cellulose sodium w/v + preservative,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_d884bf35e33f,"{""manual_review"": true, ""matched_text"": ""0.5%"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.5}",,BDS003765,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,triamcinolone acetonide,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_e26cbcad6e54,"{""manual_review"": true, ""matched_text"": ""0.1%"", ""parse_status"": ""parsed_percent"", ""review_reason"": ""percent_strength_requires_route_specific_interpretation"", ""unit"": ""percent"", ""value"": 0.1}",,BDS007548,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
