row_type,row_id,product_id,generic_name,disease_key,current_status,missing_fields,next_action
product,BDS040078,BDS040078,Amoxicillin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS040623,BDS040623,Ibuprofen,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS040629,BDS040629,Ibuprofen + Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007040,BDS007040,Ibuprofen,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001618,BDS001618,Ibuprofen,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002042,BDS002042,Ibuprofen + Polyethylene 400 + Porpylene Glycol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002036,BDS002036,Ibuprofen,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007161,BDS007161,Ibuprofen + Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007165,BDS007165,Ibuprofen + Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS045600,BDS045600,Ibuprofen,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002846,BDS002846,Ibuprofen,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS047673,BDS047673,Ibuprofen,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS046200,BDS046200,Cetylpyridinium chloride,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003662,BDS003662,2 + 4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมแทครีซอล 0.6 มก + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003580,BDS003580,2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Lidocain,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003772,BDS003772,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Lignocaine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008282,BDS008282,Glucose Anhydrous + Sodium Chloride + Potassium Chloride + Sodium Citrate Dihydrate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007141,BDS007141,Dimenhydrinate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001663,BDS001663,Dimenhydrinate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008272,BDS008272,Benfotiamine + Riboflavin + Pyridoxine HCl + Cyanocobalamin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002687,BDS002687,Mecobalamin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS044925,BDS044925,Vit.B1 + Vit.B6 + Methylcobalamin + Folic Acid,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002625,BDS002625,Mecobalamin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002822,BDS002822,Thiamine Disulfide + Pyridoxine HCl + Cyanocobalamin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003007,BDS003007,Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008151,BDS008151,Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008708,BDS008708,Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007809,BDS007809,Thiamine Mononitrate + Pyridoxine HCl + Cyanocobalamin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS004007,BDS004007,Vit.B1 + Vit.B6 + Vit.B12,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002449,BDS002449,AHMC(Aluminum Hydroxide + Magnesium Carbonate ) + Simethicone + Dicyclomine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008766,BDS008766,Sulcain + Magcerin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001038,BDS001038,Simethicone + Alverine Citrate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001234,BDS001234,Dicyclomine + Simethicone,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS044943,BDS044943,Alverine Citrate + Simethicone,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008455,BDS008455,Albendazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002104,BDS002104,Niclosamide + Phenolphthalein,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS004217,BDS004217,Albendazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001465,BDS001465,(Cellulase + Protease + Amylase) + (Lipase,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001636,BDS001636,diastase + Aluminium magnesium silicate + Sodium bicarbonate + Calcium carbonate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002043,BDS002043,Simethicone + Pancreatin 4NF,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002681,BDS002681,Mamylase + Thiamine mononitrate + Diastase + Scopolia extract,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002224,BDS002224,Mamylase + Thiamine mononitrate + Diastase + Scopolia extract,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003591,BDS003591,Ambroxol HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003642,BDS003642,Ambroxol HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003641,BDS003641,Ambroxol HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001665,BDS001665,Ibuprofen,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007151,BDS007151,Ibuprofen,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002845,BDS002845,Ibuprofen,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007031,BDS007031,Bromhexine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008325,BDS008325,Hyoscine-N-butylbromide,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001097,BDS001097,Gestodene + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001098,BDS001098,Gestodene + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001232,BDS001232,Chlormadinone acetate + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS040601,BDS040601,Cyproterone acetate + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS041443,BDS041443,Gestodene + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001526,BDS001526,Desogestrel,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS041401,BDS041401,Gestodene + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008781,BDS008781,Cyproterone acetate + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001640,BDS001640,Cyproterone acetate + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001643,BDS001643,D-Norgestrel + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001644,BDS001644,D-Norgestrel + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001858,BDS001858,Norelgestromin + Ethinylestradiol /1 patch,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001830,BDS001830,Lynestrenol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS043846,BDS043846,Drospirenone + Ethinylestradiol + Placebo 4 tabs,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003715,BDS003715,Cyproterone acetate + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002607,BDS002607,Desogestrel + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002608,BDS002608,Desogestrel + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002613,BDS002613,Gestodene + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002614,BDS002614,Gestodene + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002630,BDS002630,Drospirenone + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002619,BDS002619,Desogestrel + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002620,BDS002620,Desogestrel + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002695,BDS002695,Gestodene + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002670,BDS002670,Desogestrel + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002671,BDS002671,Desogestrel + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS044910,BDS044910,Gestodene + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003032,BDS003032,Cyproterone acetate + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003143,BDS003143,Cyproterone Acetate + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS046511,BDS046511,Cyproterone Acetate + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS047721,BDS047721,Drospirenone,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003731,BDS003731,Cyproterone Acetate + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003699,BDS003699,Cyproterone Acetate + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003655,BDS003655,Drospirenone + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS004153,BDS004153,Drospirenone + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS004154,BDS004154,Drospirenone + Ethinylestradiol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS040024,BDS040024,Crystalline Glucosamine Sulfate Potassium Chloride,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS040032,BDS040032,Crystalline Glucosamine Sulphate (เทียบเท่ากับ Glucosamine + Sodium Chloride ) + Chondroitin Sulphate Sodium,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001521,BDS001521,Glucosamine Sulfate NaCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007743,BDS007743,Glucosamine sulfate sodium,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS043605,BDS043605,Glucosamine sulfate sodium,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007739,BDS007739,Glucosamine sulfate sodium,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007225,BDS007225,Glucosamine sulfate sodium,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001003,BDS001003,Glucosamine Sulfate Sodium Chloride,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001705,BDS001705,Glucosamine Sulphate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS040631,BDS040631,Bromhexine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008046,BDS008046,Bromhexine HCl + Guaifenesin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007196,BDS007196,Ambroxol HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007601,BDS007601,Ambroxol HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008201,BDS008201,Bisacodyl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007554,BDS007554,Lactulose,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008768,BDS008768,Bisacodyl + Dioctyl sodium sulfosuccinate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001975,BDS001975,Finasteride,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS040003,BDS040003,Tinidazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007954,BDS007954,Tinidazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS045662,BDS045662,Dimenhydrinate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS048649,BDS048649,Spike Lavender Oil,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS040613,BDS040613,Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007044,BDS007044,Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003108,BDS003108,Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003503,BDS003503,Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003654,BDS003654,Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003762,BDS003762,Paracetamol,,metadata_source_linked,,review existing label source
product,BDS001014,BDS001014,Simethicone,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001089,BDS001089,Simethicone,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001085,BDS001085,Simethicone,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001088,BDS001088,Simethicone,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
