gold_regimen_row_id,regimen_id,product_id,generic_name,disease_key,modality,final_rx_status,accredited_source_status,missing_accredited_fields,next_action
gold_regimen_ba3ee6befaf9,FRM0037,BDS003914,Diclofenac Sodium 1 % w/w,joint_pain_topical_support_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_4d3adb2f217c,FRM0037,BDS002042,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,joint_pain_topical_support_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_174f4b2dd369,FRM0037,BDS003914,Diclofenac Sodium 1 % w/w,joint_pain_topical_support_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_11a87ea6367f,FRM0037,BDS002042,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,joint_pain_topical_support_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_dc3c3062b20f,FRM0037,BDS003914,Diclofenac Sodium 1 % w/w,joint_pain_topical_support_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_cb9ea93c524f,FRM0037,BDS002042,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,joint_pain_topical_support_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_fb9173c8a27d,FRM0038,BDS006054,Simethicone 200 mg.,gas_belching_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_be3ec69d6457,FRM0038,BDS001079,Simethicone 120 mg.,gas_belching_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_58be091d4d48,FRM0038,BDS006054,Simethicone 200 mg.,gas_belching_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_a91c9d912f99,FRM0038,BDS001079,Simethicone 120 mg.,gas_belching_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_8866909920c2,FRM0038,BDS006054,Simethicone 200 mg.,gas_belching_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_c0adcb3fb418,FRM0038,BDS001079,Simethicone 120 mg.,gas_belching_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_cab51553cb1d,FRM0039,BDS002801,Beta-sitosterol 0.25%,burn_aftercare_minor_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_9f1f9ac048cf,FRM0039,BDS001007,วุ้นจากว่านหางจระเข้ 87.399 %,burn_aftercare_minor_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_25c01ce824e5,FRM0039,BDS002801,Beta-sitosterol 0.25%,burn_aftercare_minor_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_55c3fb1cf659,FRM0039,BDS001007,วุ้นจากว่านหางจระเข้ 87.399 %,burn_aftercare_minor_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_ec77fa20ce32,FRM0039,BDS002801,Beta-sitosterol 0.25%,burn_aftercare_minor_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_9ebedc6ea881,FRM0039,BDS001007,วุ้นจากว่านหางจระเข้ 87.399 %,burn_aftercare_minor_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_023fa4d1ff29,FRM0040,BDS004213,Cetirizine dihydrochloride 10 mg.,itchy_localized_rash_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_201235b5f4eb,FRM0040,BDS006745,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,itchy_localized_rash_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_ca1fef649d2f,FRM0040,BDS001057,Triamcinolone Acetonide 0.02%,itchy_localized_rash_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_f7f96d55321c,FRM0040,BDS004213,Cetirizine dihydrochloride 10 mg.,itchy_localized_rash_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_e001503695a2,FRM0040,BDS006745,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,itchy_localized_rash_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_aded31d64446,FRM0040,BDS001057,Triamcinolone Acetonide 0.02%,itchy_localized_rash_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_3071f65a81e2,FRM0040,BDS004213,Cetirizine dihydrochloride 10 mg.,itchy_localized_rash_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_a52b783058b9,FRM0040,BDS006745,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,itchy_localized_rash_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_7a37cfed422c,FRM0040,BDS001057,Triamcinolone Acetonide 0.02%,itchy_localized_rash_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_cc11407cd518,FRM0041,BDS004213,Cetirizine dihydrochloride 10 mg.,allergic_rhinitis_congestion_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_f1f474d560b2,FRM0041,BDS002805,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),allergic_rhinitis_congestion_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_74366e2860eb,FRM0041,BDS002215,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),allergic_rhinitis_congestion_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_8cb85e542c47,FRM0041,BDS003747,Fexofenadine HCl 180 mg.,allergic_rhinitis_congestion_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_54fb8880357f,FRM0041,BDS045630,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,allergic_rhinitis_congestion_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_f61cd0f128c9,FRM0041,BDS004213,Cetirizine dihydrochloride 10 mg.,allergic_rhinitis_congestion_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_cd27a5d2e8ea,FRM0041,BDS002805,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),allergic_rhinitis_congestion_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_2fa8feccf4b9,FRM0041,BDS002215,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),allergic_rhinitis_congestion_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_602e89e7128d,FRM0041,BDS003747,Fexofenadine HCl 180 mg.,allergic_rhinitis_congestion_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_cd3282dd0f1d,FRM0041,BDS045630,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,allergic_rhinitis_congestion_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_fb4ec9ffa01d,FRM0041,BDS004213,Cetirizine dihydrochloride 10 mg.,allergic_rhinitis_congestion_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_a695cfc9e21e,FRM0041,BDS002805,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),allergic_rhinitis_congestion_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_8b4544cc2934,FRM0041,BDS002215,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),allergic_rhinitis_congestion_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_7f1dcfdb85aa,FRM0041,BDS003747,Fexofenadine HCl 180 mg.,allergic_rhinitis_congestion_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_b2782f073091,FRM0041,BDS045630,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,allergic_rhinitis_congestion_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_cdc6052179de,FRM0042,BDS003762,Paracetamol 500 mg.,uri_sneezing_runny_nose_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_1159f744c202,FRM0042,BDS045630,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,uri_sneezing_runny_nose_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_ec537dd545d7,FRM0042,BDS004213,Cetirizine dihydrochloride 10 mg.,uri_sneezing_runny_nose_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_ce00952b3fce,FRM0042,BDS002215,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),uri_sneezing_runny_nose_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_500afdf15bd3,FRM0042,BDS003762,Paracetamol 500 mg.,uri_sneezing_runny_nose_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_844878845972,FRM0042,BDS045630,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,uri_sneezing_runny_nose_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_bd64820afd78,FRM0042,BDS004213,Cetirizine dihydrochloride 10 mg.,uri_sneezing_runny_nose_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_1fb4603f2922,FRM0042,BDS002215,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),uri_sneezing_runny_nose_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_4b773c3f79aa,FRM0042,BDS003762,Paracetamol 500 mg.,uri_sneezing_runny_nose_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_a4ccf3cf29a3,FRM0042,BDS045630,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,uri_sneezing_runny_nose_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_395a93d132dc,FRM0042,BDS004213,Cetirizine dihydrochloride 10 mg.,uri_sneezing_runny_nose_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_85cff148bd66,FRM0042,BDS002215,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),uri_sneezing_runny_nose_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_468d798dc0ba,FRM0043,BDS003762,Paracetamol 500 mg.,acute_pharyngitis_viral_adult,RX NOW,gold_ready_adult,ready_source_verified,,eligible only through Gold overlay review
gold_regimen_79b9b212505e,FRM0043,BDS002411,ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,acute_pharyngitis_viral_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_acce82aa3cd6,FRM0043,BDS003574,"2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",acute_pharyngitis_viral_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_b1dd381b5575,FRM0043,BDS006462,Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.,acute_pharyngitis_viral_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_7ba4c56a73f8,FRM0043,BDS003762,Paracetamol 500 mg.,acute_pharyngitis_viral_adult,RX NOW,gold_ready_adult,ready_source_verified,,eligible only through Gold overlay review
gold_regimen_82bdf5a2d57d,FRM0043,BDS002411,ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,acute_pharyngitis_viral_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_41739137cd80,FRM0043,BDS003574,"2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",acute_pharyngitis_viral_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_8da9714a23a9,FRM0043,BDS006462,Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.,acute_pharyngitis_viral_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_2f772a718d25,FRM0043,BDS003762,Paracetamol 500 mg.,acute_pharyngitis_viral_adult,RX NOW,gold_ready_adult,ready_source_verified,,eligible only through Gold overlay review
gold_regimen_6585d6230d1a,FRM0043,BDS002411,ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,acute_pharyngitis_viral_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_96a6a3223049,FRM0043,BDS003574,"2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",acute_pharyngitis_viral_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_2ff41a52f07c,FRM0043,BDS006462,Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.,acute_pharyngitis_viral_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_eb2ef69c6bc3,FRM0044,BDS045630,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,postnasal_drip_cough_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_a3023640ec17,FRM0044,BDS002805,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),postnasal_drip_cough_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_6cada0b41e8b,FRM0044,BDS004213,Cetirizine dihydrochloride 10 mg.,postnasal_drip_cough_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_095b8878e4fe,FRM0044,BDS044320,Sodium Chloride 0.9 g./100 ml.,postnasal_drip_cough_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_6533f957ad6b,FRM0044,BDS045630,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,postnasal_drip_cough_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_64858e669304,FRM0044,BDS002805,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),postnasal_drip_cough_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_95f4c617d8d7,FRM0044,BDS004213,Cetirizine dihydrochloride 10 mg.,postnasal_drip_cough_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_f23de89fbbc6,FRM0044,BDS044320,Sodium Chloride 0.9 g./100 ml.,postnasal_drip_cough_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_f0fcc40d99f1,FRM0044,BDS045630,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,postnasal_drip_cough_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_e9f5a710e570,FRM0044,BDS002805,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),postnasal_drip_cough_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_78c7969cace5,FRM0044,BDS004213,Cetirizine dihydrochloride 10 mg.,postnasal_drip_cough_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_896fe429a3d2,FRM0044,BDS044320,Sodium Chloride 0.9 g./100 ml.,postnasal_drip_cough_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_4fc84400b6d8,FRM0045,BDS007973,Dextromethorphan HBr 15 mg.+Glyceryl Guaiacolate 100 mg.+Terpin Hydrate 130 mg.,post_viral_cough_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_5202c862e975,FRM0045,BDS004213,Cetirizine dihydrochloride 10 mg.,post_viral_cough_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_7bccd222af81,FRM0045,BDS002211,Dextromethorphan HBr 15 mg.,post_viral_cough_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_2af432d89a4b,FRM0045,BDS002901,Acetylcysteine 600 mg.,post_viral_cough_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_4e525bf4e34f,FRM0045,BDS007973,Dextromethorphan HBr 15 mg.+Glyceryl Guaiacolate 100 mg.+Terpin Hydrate 130 mg.,post_viral_cough_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_a0cfdf70e893,FRM0045,BDS004213,Cetirizine dihydrochloride 10 mg.,post_viral_cough_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_0f580b9e08c0,FRM0045,BDS002211,Dextromethorphan HBr 15 mg.,post_viral_cough_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_b9eaa0813763,FRM0045,BDS002901,Acetylcysteine 600 mg.,post_viral_cough_adult,SWAP,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
gold_regimen_18d9e39e77e7,FRM0045,BDS007973,Dextromethorphan HBr 15 mg.+Glyceryl Guaiacolate 100 mg.+Terpin Hydrate 130 mg.,post_viral_cough_adult,RX NOW,source_missing_hide_from_rx,pending_exact_accredited_evidence,source citation; indication; dose; route; frequency; duration; minimum safety,find accepted source with exact indication/dose/route/frequency/duration/safety snippets
