runtime_row_id,disease_key,diagnosis,icd10,category,population,modality,tier,drug_product,BDS,sig,duration,dispense,price_pack,side_effect_quick,caution_quick,gate_required,runtime_level,antibiotic_flag,pediatric_allowed,peds_rule_id,source_ids,citation_urls,red_flags,notes
RX_0125,dyspepsia_uninvestigated_adult,Uninvestigated dyspepsia in adults,,GI/GERD-dyspepsia,adult,oral,Tier 1,Pariet 20 mg [Rabeprazole 20 mg.],BDS003138,standard-dose PPI PO OD before meal,2–8 weeks depending indication,กล่อง 14 เม็ด,กล่อง 14 เม็ด,"headache, diarrhea",review long-term need; alarm symptoms need eval,standard,GATED,FALSE,FALSE,,NICE_GERD_DYSPEPSIA;ACG_GERD,https://www.nice.org.uk/guidance/cg184/chapter/recommendations; https://pmc.ncbi.nlm.nih.gov/articles/PMC8754510/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0126,dysuria_lower_uti_adult,Lower UTI with dysuria,,GU/UTI,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Fever/flank pain/pregnancy/male/complicated UTI → urine test/eval | Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0131,eczema_dry_pruritic_adult,Dry pruritic eczema,,Skin/allergy-inflammatory,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0136,eczema_dry_pruritic_adult,Dry pruritic eczema,,Skin/allergy-inflammatory,adult,cream/topical,Tier 1,Muscort Cream [Menthol 5.44%+Methyl Salicylate 10.12%+Eugenol 1.36%],BDS008608,apply liberally BID–QID,ongoing,หลอด 25 g.,หลอด 25 g.,"greasy feel, irritation",avoid infected/open wounds if product unsuitable,standard,DEFAULT_FAST,FALSE,FALSE,,NICE_ECZEMA,https://cks.nice.org.uk/topics/eczema-atopic/management/management/,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0137,eczema_dry_pruritic_adult,Dry pruritic eczema,,Skin/allergy-inflammatory,adult,cream/ointment,Tier 1,Antergan Cream [Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g],BDS006745,apply thinly OD–BID,3–7 days,หลอด 10 g.,หลอด 10 g.,"skin thinning, irritation",avoid face/genitals/high potency unless directed; infection caution,safety_gate,GATED,FALSE,FALSE,,NICE_ECZEMA,https://cks.nice.org.uk/topics/eczema-atopic/management/management/,"Dyspnea, SpO2 low, chest pain, persistent fever/toxic → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0138,eczema_herpeticum_child,Eczema herpeticum,,Skin/allergy-inflammatory,pediatric,oral,Tier 1,Alerest [Cetirizine dihydrochloride 10 mg.],BDS040029,10 mg PO OD,5–14 days,แผง 10 เม็ด,แผง 10 เม็ด,"somnolence, dry mouth",caution sedation; adjust in severe renal disease,pediatric_gate,GATED,FALSE,TRUE,PEDS_CETIRIZINE_ORAL,DM_CETIRIZINE,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=cetirizine,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0139,eczema_herpeticum_child,Eczema herpeticum,,Skin/allergy-inflammatory,pediatric,cream/ointment,Tier 1,Antergan Cream [Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g],BDS006745,apply thinly OD–BID,3–7 days,หลอด 10 g.,หลอด 10 g.,"skin thinning, irritation",avoid face/genitals/high potency unless directed; infection caution,safety_gate;pediatric_gate,GATED,FALSE,TRUE,PEDS_TOPICAL_STEROID_LOW_MED,NICE_ECZEMA,https://cks.nice.org.uk/topics/eczema-atopic/management/management/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0140,epistaxis_adult,Anterior epistaxis / nosebleed,,ENT/epistaxis,adult,nasal,Tier 1,Klean & Kare Saline (ANB) [Sodium Chloride 0.9 g./100 ml.],BDS044313,spray/rinse each nostril PRN,as needed,ขวด 200 ml.,ขวด 200 ml.,mild irritation,use clean water/device hygiene,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0141,epistaxis_peds,Pediatric anterior epistaxis / nosebleed,,ENT/epistaxis,pediatric,nasal,Tier 1,Klean & Kare Saline (ANB) [Sodium Chloride 0.9 g./100 ml.],BDS044313,spray/rinse each nostril PRN,as needed,ขวด 200 ml.,ขวด 200 ml.,mild irritation,use clean water/device hygiene,pediatric_gate,GATED,FALSE,TRUE,PEDS_NASAL_SALINE,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0142,eye_irritation_adult,Eye irritation / dust exposure,,Eye,adult,eye drop,Tier 1,Systane Ultra (UD) Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+Boric Acid+Hydroxypropyl Guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide/1 ml.],BDS047637,1–2 drops affected eye PRN,as needed,กล่อง 28 หลอด,กล่อง 28 หลอด,blurred vision transient,avoid contamination; remove contact lens per product,standard,DEFAULT_FAST,FALSE,FALSE,,AAO_DRY_EYE,https://www.aao.org/eye-health/diseases/what-is-dry-eye,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0143,eye_irritation_adult,Eye irritation / dust exposure,,Eye,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0144,eye_irritation_peds,Pediatric eye irritation support,,Eye,pediatric,eye drop,Tier 1,Systane Ultra (UD) Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+Boric Acid+Hydroxypropyl Guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide/1 ml.],BDS047637,1–2 drops affected eye PRN,as needed,กล่อง 28 หลอด,กล่อง 28 หลอด,blurred vision transient,avoid contamination; remove contact lens per product,pediatric_gate,GATED,FALSE,TRUE,PEDS_ARTIFICIAL_TEARS,AAO_DRY_EYE,https://www.aao.org/eye-health/diseases/what-is-dry-eye,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0145,eye_irritation_peds,Pediatric eye irritation support,,Eye,pediatric,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,pediatric_gate,GATED,FALSE,TRUE,PEDS_PARACETAMOL_ORAL,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0146,eye_lubrication_adult,Eye lubrication support,,Eye,adult,eye drop,Tier 1,Systane Ultra (UD) Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+Boric Acid+Hydroxypropyl Guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide/1 ml.],BDS047637,1–2 drops affected eye PRN,as needed,กล่อง 28 หลอด,กล่อง 28 หลอด,blurred vision transient,avoid contamination; remove contact lens per product,standard,DEFAULT_FAST,FALSE,FALSE,,AAO_DRY_EYE,https://www.aao.org/eye-health/diseases/what-is-dry-eye,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0147,eye_lubrication_adult,Eye lubrication support,,Eye,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0148,eye_wash_support_adult,Eye wash support,,Eye,adult,eye drop,Tier 1,Systane Ultra (UD) Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+Boric Acid+Hydroxypropyl Guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide/1 ml.],BDS047637,1–2 drops affected eye PRN,as needed,กล่อง 28 หลอด,กล่อง 28 หลอด,blurred vision transient,avoid contamination; remove contact lens per product,standard,DEFAULT_FAST,FALSE,FALSE,,AAO_DRY_EYE,https://www.aao.org/eye-health/diseases/what-is-dry-eye,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0149,eye_wash_support_adult,Eye wash support,,Eye,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Eye pain, photophobia, vision loss, contact lens corneal concern → urgent eye eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0150,foreign_body_irritation_followup_adult,Foreign-body irritation follow-up,,general,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0151,functional_bloating_adult,Functional bloating / flatulence,,GI/GERD-dyspepsia,adult,oral,Tier 1,Pariet 20 mg [Rabeprazole 20 mg.],BDS003138,standard-dose PPI PO OD before meal,2–8 weeks depending indication,กล่อง 14 เม็ด,กล่อง 14 เม็ด,"headache, diarrhea",review long-term need; alarm symptoms need eval,standard,GATED,FALSE,FALSE,,NICE_GERD_DYSPEPSIA;ACG_GERD,https://www.nice.org.uk/guidance/cg184/chapter/recommendations; https://pmc.ncbi.nlm.nih.gov/articles/PMC8754510/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0152,fungal_intertrigo_adult,Fungal intertrigo,,Skin/fungal,adult,cream/topical,Tier 1,Candix Solution [Clotrimazole 1 g./100 ml.],BDS006059,apply thinly BID,2–4 weeks,ขวด 15 ml.,ขวด 15 ml.,local irritation,keep area dry; avoid steroid combo as first-line,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_TINEA,https://www.cdc.gov/fungal/hcp/clinical-care/index.html,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0153,gas_belching_adult,Dyspepsia-type gas / belching,,GI/GERD-dyspepsia,adult,oral,Tier 1,Pariet 20 mg [Rabeprazole 20 mg.],BDS003138,standard-dose PPI PO OD before meal,2–8 weeks depending indication,กล่อง 14 เม็ด,กล่อง 14 เม็ด,"headache, diarrhea",review long-term need; alarm symptoms need eval,standard,GATED,FALSE,FALSE,,NICE_GERD_DYSPEPSIA;ACG_GERD,https://www.nice.org.uk/guidance/cg184/chapter/recommendations; https://pmc.ncbi.nlm.nih.gov/articles/PMC8754510/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0154,gastroenteritis_mild_adult,Mild viral gastroenteritis,,GI/diarrhea,adult,sachet/liquid,Tier 1,Cera ORS รสส้ม [Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.],BDS008282,sip frequently; replace stool/vomit losses,until hydrated,กล่อง 5 ซอง,กล่อง 5 ซอง,vomiting if too fast,ER if severe dehydration/blood/toxic,standard,DEFAULT_FAST,FALSE,FALSE,,WHO_ORS_ZINC,https://www.who.int/tools/elena/interventions/zinc-diarrhoea,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0155,gastroenteritis_mild_adult,Mild viral gastroenteritis,,GI/diarrhea,adult,sachet/capsule,Tier 1,Bioflor [Lyophilized Saccharomyces boulardii 250 mg.],BDS001248,product-specific dose PO BID,3–5 days,ซอง,ซอง,bloating,avoid severe immunocompromise/central line,standard,DEFAULT_FAST,FALSE,FALSE,,WHO_ORS_ZINC,https://www.who.int/tools/elena/interventions/zinc-diarrhoea,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0156,gastroenteritis_mild_adult,Mild viral gastroenteritis,,GI/diarrhea,adult,sachet,Tier 1,Dehecta [Dioctahedral Smectite 3 g./20 ml.],BDS042304,sachet PO per product schedule,1–3 days,ซอง 20 ml.,ซอง 20 ml.,constipation,separate from other meds,standard,DEFAULT_FAST,FALSE,FALSE,,WHO_ORS_ZINC,https://www.who.int/tools/elena/interventions/zinc-diarrhoea,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0157,gastroenteritis_mild_adult,Mild viral gastroenteritis,,GI/diarrhea,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0158,gerd_alarm_or_refractory,GERD with alarm features or refractory symptoms,,GI/GERD-dyspepsia,adult,oral,Tier 1,Pariet 20 mg [Rabeprazole 20 mg.],BDS003138,standard-dose PPI PO OD before meal,2–8 weeks depending indication,กล่อง 14 เม็ด,กล่อง 14 เม็ด,"headache, diarrhea",review long-term need; alarm symptoms need eval,standard,GATED,FALSE,FALSE,,NICE_GERD_DYSPEPSIA;ACG_GERD,https://www.nice.org.uk/guidance/cg184/chapter/recommendations; https://pmc.ncbi.nlm.nih.gov/articles/PMC8754510/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0159,gerd_nocturnal_adult,Nocturnal GERD / nighttime reflux,,GI/GERD-dyspepsia,adult,oral,Tier 1,Pariet 20 mg [Rabeprazole 20 mg.],BDS003138,standard-dose PPI PO OD before meal,2–8 weeks depending indication,กล่อง 14 เม็ด,กล่อง 14 เม็ด,"headache, diarrhea",review long-term need; alarm symptoms need eval,standard,GATED,FALSE,FALSE,,NICE_GERD_DYSPEPSIA;ACG_GERD,https://www.nice.org.uk/guidance/cg184/chapter/recommendations; https://pmc.ncbi.nlm.nih.gov/articles/PMC8754510/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0160,gerd_uncomplicated_adult,"Gastroesophageal reflux disease, uncomplicated",,GI/GERD-dyspepsia,adult,oral,Tier 1,Pariet 20 mg [Rabeprazole 20 mg.],BDS003138,standard-dose PPI PO OD before meal,2–8 weeks depending indication,กล่อง 14 เม็ด,กล่อง 14 เม็ด,"headache, diarrhea",review long-term need; alarm symptoms need eval,standard,GATED,FALSE,FALSE,,NICE_GERD_DYSPEPSIA;ACG_GERD,https://www.nice.org.uk/guidance/cg184/chapter/recommendations; https://pmc.ncbi.nlm.nih.gov/articles/PMC8754510/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0161,gingivitis_localized_adult,Localized gingivitis,,Oral/dental,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0162,gingivitis_localized_adult,Localized gingivitis,,Oral/dental,adult,gargle,Tier 1,LeoPovidone [Povidone-Iodine 10% w/v],BDS044520,gargle/rinse per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,"local irritation, staining with chlorhexidine",avoid swallowing; iodine/thyroid caution for povidone iodine,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0163,gingivitis_localized_adult,Localized gingivitis,,Oral/dental,adult,spray,Tier 1,Difflam Forte Spray [Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.],BDS006462,spray to throat per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,mouth numbness/irritation,avoid allergy; pediatric per label only,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0164,gingivitis_localized_adult,Localized gingivitis,,Oral/dental,adult,cream/ointment,Tier 1,Antergan Cream [Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g],BDS006745,apply thinly OD–BID,3–7 days,หลอด 10 g.,หลอด 10 g.,"skin thinning, irritation",avoid face/genitals/high potency unless directed; infection caution,safety_gate,GATED,FALSE,FALSE,,NICE_ECZEMA,https://cks.nice.org.uk/topics/eczema-atopic/management/management/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0165,gord_adult_empiric,Gastro-oesophageal reflux disease in adults,,GI/GERD-dyspepsia,adult,oral,Tier 1,Pariet 20 mg [Rabeprazole 20 mg.],BDS003138,standard-dose PPI PO OD before meal,2–8 weeks depending indication,กล่อง 14 เม็ด,กล่อง 14 เม็ด,"headache, diarrhea",review long-term need; alarm symptoms need eval,standard,GATED,FALSE,FALSE,,NICE_GERD_DYSPEPSIA;ACG_GERD,https://www.nice.org.uk/guidance/cg184/chapter/recommendations; https://pmc.ncbi.nlm.nih.gov/articles/PMC8754510/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0166,gum_inflammation_support_adult,Gum inflammation support,,Oral/dental,adult,oral,Tier 1,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0167,gum_inflammation_support_adult,Gum inflammation support,,Oral/dental,adult,gargle,Tier 1,LeoPovidone [Povidone-Iodine 10% w/v],BDS044520,gargle/rinse per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,"local irritation, staining with chlorhexidine",avoid swallowing; iodine/thyroid caution for povidone iodine,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0168,gum_inflammation_support_adult,Gum inflammation support,,Oral/dental,adult,spray,Tier 1,Difflam Forte Spray [Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.],BDS006462,spray to throat per product label,3–5 days,ขวด 15 ml.,ขวด 15 ml.,mouth numbness/irritation,avoid allergy; pediatric per label only,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_ADULT_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0169,gum_inflammation_support_adult,Gum inflammation support,,Oral/dental,adult,cream/ointment,Tier 1,Antergan Cream [Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g],BDS006745,apply thinly OD–BID,3–7 days,หลอด 10 g.,หลอด 10 g.,"skin thinning, irritation",avoid face/genitals/high potency unless directed; infection caution,safety_gate,GATED,FALSE,FALSE,,NICE_ECZEMA,https://cks.nice.org.uk/topics/eczema-atopic/management/management/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
RX_0170,h_pylori_confirmed_adult,Confirmed active Helicobacter pylori infection,,GI/GERD-dyspepsia,adult,oral,Tier 1,Pariet 20 mg [Rabeprazole 20 mg.],BDS003138,standard-dose PPI PO OD before meal,2–8 weeks depending indication,กล่อง 14 เม็ด,กล่อง 14 เม็ด,"headache, diarrhea",review long-term need; alarm symptoms need eval,standard,GATED,FALSE,FALSE,,NICE_GERD_DYSPEPSIA;ACG_GERD,https://www.nice.org.uk/guidance/cg184/chapter/recommendations; https://pmc.ncbi.nlm.nih.gov/articles/PMC8754510/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
