runtime_row_id,disease_key,diagnosis,icd10,category,population,tier,when_to_use,modality,drug_product,BDS,sig,duration,dispense,price_pack,side_effect_quick,caution_quick,gate_required,runtime_level,antibiotic_flag,pediatric_allowed,peds_rule_id,source_ids,citation_urls,red_flags,notes
SWAP_0145,functional_bloating_adult,Functional bloating / flatulence,,GI/GERD-dyspepsia,adult,Tier 2,dyspepsia/gas,oral,Milk of Magnesia C.B. [Magnesium Hydroxide 400 mg./5 ml.],BDS008461,chew/suspension after meals/HS PRN,as needed,ขวด 240 ml.,ขวด 240 ml.,constipation/diarrhea,separate from other meds; renal disease caution,standard,DEFAULT_FAST,FALSE,FALSE,,NICE_GERD_DYSPEPSIA,https://www.nice.org.uk/guidance/cg184/chapter/recommendations,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0146,fungal_intertrigo_adult,Fungal intertrigo,,Skin/fungal,adult,Tier 2,tinea corporis/cruris/pedis,cream/topical,Lamisil Cream [Terbinafine HCl 10 mg./1 g.],BDS002563,apply thinly OD–BID,1–2 weeks,หลอด 5 g.,หลอด 5 g.,local irritation,avoid eyes/mucosa,standard,DEFAULT_FAST,FALSE,FALSE,,CDC_TINEA,https://www.cdc.gov/fungal/hcp/clinical-care/index.html,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0148,gas_belching_adult,Dyspepsia-type gas / belching,,GI/GERD-dyspepsia,adult,Tier 2,dyspepsia/gas,oral,Milk of Magnesia C.B. [Magnesium Hydroxide 400 mg./5 ml.],BDS008461,chew/suspension after meals/HS PRN,as needed,ขวด 240 ml.,ขวด 240 ml.,constipation/diarrhea,separate from other meds; renal disease caution,standard,DEFAULT_FAST,FALSE,FALSE,,NICE_GERD_DYSPEPSIA,https://www.nice.org.uk/guidance/cg184/chapter/recommendations,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0149,gastroenteritis_mild_adult,Mild viral gastroenteritis,,GI/diarrhea,adult,Tier 2,acute watery diarrhea,sachet/capsule,Hidrasec 100 mg. [Racecadotril 100 mg.],BDS043842,adult/child product dose TID short course,1–3 days,กล่อง 10 แคปซูล,กล่อง 10 แคปซูล,"headache, rash",not substitute for ORS; avoid bloody diarrhea,standard,DEFAULT_FAST,FALSE,FALSE,,WHO_ORS_ZINC,https://www.who.int/tools/elena/interventions/zinc-diarrhoea,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0150,gastroenteritis_mild_adult,Mild viral gastroenteritis,,GI/diarrhea,adult,Tier 2,adult non-bloody diarrhea,oral,Imodium [Loperamide HCl 2 mg.],BDS002214,4 mg once then 2 mg after stool; max per label,≤2 days,แผง 6 แคปซูล,แผง 6 แคปซูล,"constipation, cramps",avoid fever/bloody diarrhea/children unless directed,safety_gate,GATED,FALSE,FALSE,,WHO_ORS_ZINC;DM_LABEL,https://www.who.int/tools/elena/interventions/zinc-diarrhoea; https://dailymed.nlm.nih.gov/dailymed/,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0151,gastroenteritis_mild_adult,Mild viral gastroenteritis,,GI/diarrhea,adult,Tier 3,GERD/dyspepsia,oral,Pariet 20 mg [Rabeprazole 20 mg.],BDS003138,standard-dose PPI PO OD before meal,2–8 weeks depending indication,กล่อง 14 เม็ด,กล่อง 14 เม็ด,"headache, diarrhea",review long-term need; alarm symptoms need eval,standard,GATED,FALSE,FALSE,,NICE_GERD_DYSPEPSIA;ACG_GERD,https://www.nice.org.uk/guidance/cg184/chapter/recommendations; https://pmc.ncbi.nlm.nih.gov/articles/PMC8754510/,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0152,gastroenteritis_mild_adult,Mild viral gastroenteritis,,GI/diarrhea,adult,Tier 4,dyspepsia/gas,oral,Milk of Magnesia C.B. [Magnesium Hydroxide 400 mg./5 ml.],BDS008461,chew/suspension after meals/HS PRN,as needed,ขวด 240 ml.,ขวด 240 ml.,constipation/diarrhea,separate from other meds; renal disease caution,standard,DEFAULT_FAST,FALSE,FALSE,,NICE_GERD_DYSPEPSIA,https://www.nice.org.uk/guidance/cg184/chapter/recommendations,"Severe dehydration, blood/mucus stool, high fever, severe abdominal pain → eval",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0153,gerd_alarm_or_refractory,GERD with alarm features or refractory symptoms,,GI/GERD-dyspepsia,adult,Tier 2,dyspepsia/gas,oral,Milk of Magnesia C.B. [Magnesium Hydroxide 400 mg./5 ml.],BDS008461,chew/suspension after meals/HS PRN,as needed,ขวด 240 ml.,ขวด 240 ml.,constipation/diarrhea,separate from other meds; renal disease caution,standard,DEFAULT_FAST,FALSE,FALSE,,NICE_GERD_DYSPEPSIA,https://www.nice.org.uk/guidance/cg184/chapter/recommendations,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0154,gerd_nocturnal_adult,Nocturnal GERD / nighttime reflux,,GI/GERD-dyspepsia,adult,Tier 2,dyspepsia/gas,oral,Milk of Magnesia C.B. [Magnesium Hydroxide 400 mg./5 ml.],BDS008461,chew/suspension after meals/HS PRN,as needed,ขวด 240 ml.,ขวด 240 ml.,constipation/diarrhea,separate from other meds; renal disease caution,standard,DEFAULT_FAST,FALSE,FALSE,,NICE_GERD_DYSPEPSIA,https://www.nice.org.uk/guidance/cg184/chapter/recommendations,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0155,gerd_uncomplicated_adult,"Gastroesophageal reflux disease, uncomplicated",,GI/GERD-dyspepsia,adult,Tier 2,dyspepsia/gas,oral,Milk of Magnesia C.B. [Magnesium Hydroxide 400 mg./5 ml.],BDS008461,chew/suspension after meals/HS PRN,as needed,ขวด 240 ml.,ขวด 240 ml.,constipation/diarrhea,separate from other meds; renal disease caution,standard,DEFAULT_FAST,FALSE,FALSE,,NICE_GERD_DYSPEPSIA,https://www.nice.org.uk/guidance/cg184/chapter/recommendations,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0156,gingivitis_localized_adult,Localized gingivitis,,Oral/dental,adult,Tier 2,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0157,gord_adult_empiric,Gastro-oesophageal reflux disease in adults,,GI/GERD-dyspepsia,adult,Tier 2,dyspepsia/gas,oral,Milk of Magnesia C.B. [Magnesium Hydroxide 400 mg./5 ml.],BDS008461,chew/suspension after meals/HS PRN,as needed,ขวด 240 ml.,ขวด 240 ml.,constipation/diarrhea,separate from other meds; renal disease caution,standard,DEFAULT_FAST,FALSE,FALSE,,NICE_GERD_DYSPEPSIA,https://www.nice.org.uk/guidance/cg184/chapter/recommendations,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0158,gum_inflammation_support_adult,Gum inflammation support,,Oral/dental,adult,Tier 2,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0159,h_pylori_confirmed_adult,Confirmed active Helicobacter pylori infection,,GI/GERD-dyspepsia,adult,Tier 2,dyspepsia/gas,oral,Milk of Magnesia C.B. [Magnesium Hydroxide 400 mg./5 ml.],BDS008461,chew/suspension after meals/HS PRN,as needed,ขวด 240 ml.,ขวด 240 ml.,constipation/diarrhea,separate from other meds; renal disease caution,standard,DEFAULT_FAST,FALSE,FALSE,,NICE_GERD_DYSPEPSIA,https://www.nice.org.uk/guidance/cg184/chapter/recommendations,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0160,h_pylori_confirmed_adult,Confirmed active Helicobacter pylori infection,,GI/GERD-dyspepsia,adult,Tier 4,bacterial ENT/dental infection,oral,A.M.Mox 500 [Amoxicillin 500 mg.],BDS040078,disease-specific dose,5–10 days,แผง 10 แคปซูล,แผง 10 แคปซูล,"GI upset, rash",penicillin allergy; antibiotic gate required,safety_gate;antibiotic_gate,DISEASE_GATED_ABX,TRUE,FALSE,,CDC_ADULT_ABX;CDC_PED_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html; https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0161,h_pylori_confirmed_adult,Confirmed active Helicobacter pylori infection,,GI/GERD-dyspepsia,adult,Tier 5,bacterial sinusitis/bite/dental/skin,oral,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],BDS001103,disease-specific dose,5–7 days,กล่อง 10 เม็ด,กล่อง 10 เม็ด,"diarrhea, GI upset",penicillin allergy; hepatic caution; antibiotic gate,safety_gate;antibiotic_gate,DISEASE_GATED_ABX,TRUE,FALSE,,CDC_ADULT_ABX;CDC_PED_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html; https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0162,h_pylori_confirmed_adult,Confirmed active Helicobacter pylori infection,,GI/GERD-dyspepsia,adult,Tier 6,penicillin-allergy respiratory infection,oral,Azithro 250 mg [Azithromycin 250 mg.],BDS001494,disease-specific dose,3–5 days,กล่อง 6 แคปซูล,กล่อง 6 แคปซูล,"GI upset, QT risk",QT/drug interaction; resistance stewardship,safety_gate;antibiotic_gate,DISEASE_GATED_ABX,TRUE,FALSE,,CDC_ADULT_ABX;CDC_PED_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html; https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0163,h_pylori_test_and_treat_dyspepsia,Uninvestigated dyspepsia: H. pylori test-and-treat pathway,,GI/GERD-dyspepsia,adult,Tier 2,dyspepsia/gas,oral,Milk of Magnesia C.B. [Magnesium Hydroxide 400 mg./5 ml.],BDS008461,chew/suspension after meals/HS PRN,as needed,ขวด 240 ml.,ขวด 240 ml.,constipation/diarrhea,separate from other meds; renal disease caution,standard,DEFAULT_FAST,FALSE,FALSE,,NICE_GERD_DYSPEPSIA,https://www.nice.org.uk/guidance/cg184/chapter/recommendations,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0164,h_pylori_test_and_treat_dyspepsia,Uninvestigated dyspepsia: H. pylori test-and-treat pathway,,GI/GERD-dyspepsia,adult,Tier 4,bacterial ENT/dental infection,oral,A.M.Mox 500 [Amoxicillin 500 mg.],BDS040078,disease-specific dose,5–10 days,แผง 10 แคปซูล,แผง 10 แคปซูล,"GI upset, rash",penicillin allergy; antibiotic gate required,safety_gate;antibiotic_gate,DISEASE_GATED_ABX,TRUE,FALSE,,CDC_ADULT_ABX;CDC_PED_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html; https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0165,h_pylori_test_and_treat_dyspepsia,Uninvestigated dyspepsia: H. pylori test-and-treat pathway,,GI/GERD-dyspepsia,adult,Tier 5,bacterial sinusitis/bite/dental/skin,oral,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],BDS001103,disease-specific dose,5–7 days,กล่อง 10 เม็ด,กล่อง 10 เม็ด,"diarrhea, GI upset",penicillin allergy; hepatic caution; antibiotic gate,safety_gate;antibiotic_gate,DISEASE_GATED_ABX,TRUE,FALSE,,CDC_ADULT_ABX;CDC_PED_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html; https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0166,h_pylori_test_and_treat_dyspepsia,Uninvestigated dyspepsia: H. pylori test-and-treat pathway,,GI/GERD-dyspepsia,adult,Tier 6,penicillin-allergy respiratory infection,oral,Azithro 250 mg [Azithromycin 250 mg.],BDS001494,disease-specific dose,3–5 days,กล่อง 6 แคปซูล,กล่อง 6 แคปซูล,"GI upset, QT risk",QT/drug interaction; resistance stewardship,safety_gate;antibiotic_gate,DISEASE_GATED_ABX,TRUE,FALSE,,CDC_ADULT_ABX;CDC_PED_ABX,https://www.cdc.gov/antibiotic-use/hcp/clinical-care/adult-outpatient.html; https://www.cdc.gov/antibiotic-use/hcp/clinical-care/pediatric-outpatient.html,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0167,herpes_labialis_adult,Herpes labialis / cold sore,,ENT/throat,adult,Tier 2,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0168,herpes_labialis_adult,Herpes labialis / cold sore,,ENT/throat,adult,Tier 3,herpes zoster/herpes simplex,oral,Acyvir 400 mg [Acyclovir 400 mg.],BDS008064,zoster: 800 mg PO 5x/day,7–10 days,แผง 5 เม็ด,แผง 5 เม็ด,"nausea, headache",renal adjustment; start early,standard,DEFAULT_FAST,FALSE,FALSE,,DM_ACYCLOVIR,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acyclovir,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0169,herpes_zoster_adult,Herpes zoster / shingles,,Viral/herpes,adult,Tier 2,fever/pain,oral,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0170,herpes_zoster_adult,Herpes zoster / shingles,,Viral/herpes,adult,Tier 3,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0171,impetigo_localised_nonbullous,Localised non-bullous impetigo,,Skin/wound-infection,adult,Tier 2,fever/pain,oral,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0172,impetigo_localised_nonbullous,Localised non-bullous impetigo,,Skin/wound-infection,adult,Tier 3,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0173,impetigo_localized_adult,Localized impetigo (topical-first),,Skin/wound-infection,adult,Tier 2,fever/pain,oral,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0174,impetigo_localized_adult,Localized impetigo (topical-first),,Skin/wound-infection,adult,Tier 3,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0175,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,,Skin/wound-infection,adult,Tier 2,fever/pain,oral,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0176,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,,Skin/wound-infection,adult,Tier 3,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0177,impetigo_widespread_nonbullous,Widespread non-bullous impetigo,,Skin/wound-infection,adult,Tier 2,fever/pain,oral,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0178,impetigo_widespread_nonbullous,Widespread non-bullous impetigo,,Skin/wound-infection,adult,Tier 3,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0179,indigestion_postmeal_adult,Post-meal indigestion,,GI/GERD-dyspepsia,adult,Tier 2,dyspepsia/gas,oral,Milk of Magnesia C.B. [Magnesium Hydroxide 400 mg./5 ml.],BDS008461,chew/suspension after meals/HS PRN,as needed,ขวด 240 ml.,ขวด 240 ml.,constipation/diarrhea,separate from other meds; renal disease caution,standard,DEFAULT_FAST,FALSE,FALSE,,NICE_GERD_DYSPEPSIA,https://www.nice.org.uk/guidance/cg184/chapter/recommendations,Red flags or diagnostic uncertainty → in-person evaluation,Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0180,infected_abrasion_adult,Infected abrasion,,Skin/wound-infection,adult,Tier 2,fever/pain,oral,Bakamol 500 mg bottle 100s [Paracetamol 500 mg.],BDS040614,"500 mg 1 tab PO q6h PRN (max 3,000 mg/day routine)",3–5 days,กระปุก 100 เม็ด,กระปุก 100 เม็ด,"nausea, rash rare",avoid duplicate paracetamol; caution liver disease/alcohol,standard,DEFAULT_FAST,FALSE,FALSE,,OTC_LABEL_ANALGESIC;DM_LABEL,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=acetaminophen; https://dailymed.nlm.nih.gov/dailymed/,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
SWAP_0181,infected_abrasion_adult,Infected abrasion,,Skin/wound-infection,adult,Tier 3,pain/inflammation/fever,oral,S-Pro 600 [Ibuprofen 600 mg.],BDS003581,200–400 mg PO q6–8h PRN with food,3–5 days,แผง 10 เม็ด,แผง 10 เม็ด,"dyspepsia, GI bleed risk","avoid active GI bleed, severe renal disease, late pregnancy, duplicate NSAID",safety_gate,GATED,FALSE,FALSE,,DM_IBUPROFEN;FDA_NSAID,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ibuprofen; https://www.fda.gov/drugs/postmarket-drug-safety-information-patients-and-providers/ibuprofen-drug-facts-label,"Rapid spread, fever, necrosis, bite, deep burn/wound → in-person/ER",Same generic/class alternatives can be substituted only after route/form/age/allergy/pregnancy/renal gates; representative product chosen from uploaded 910-product workbook.
