gap_id,area,severity,disease_key,finding,v5_action,status
GAP_0142,clinical row cleaning,fixed,tinea_cruris_adult,Removed Muscort Cream [Menthol 5.44%+Methyl Salicylate 10.12%+Eugenol 1.36%] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0143,clinical row cleaning,fixed,tinea_pedis_adult,Removed Alerest [Cetirizine dihydrochloride 10 mg.] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0144,clinical row cleaning,fixed,tinea_pedis_adult,Removed Fenafex 180 mg [Fexofenadine HCl 180 mg.] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0145,clinical row cleaning,fixed,tinea_pedis_adult,Removed Aerius tabslet [Desloratadine 5 mg.] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0146,clinical row cleaning,fixed,tinea_pedis_adult,Removed Muscort Cream [Menthol 5.44%+Methyl Salicylate 10.12%+Eugenol 1.36%] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0147,clinical row cleaning,fixed,tinea_pruritic_rash_adult,Removed Cystaline [Acetylcysteine 600 mg.] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0148,clinical row cleaning,fixed,tinea_pruritic_rash_adult,Removed Mucolid [Ambroxol HCl 30 mg.] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0149,clinical row cleaning,fixed,tinea_pruritic_rash_adult,Removed Bisolvon [Bromhexine HCl 8 mg.] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0150,clinical row cleaning,fixed,tinea_pruritic_rash_adult,Removed Bocytin Capsule [Carbocysteine 375 mg.] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0151,clinical row cleaning,fixed,tinea_pruritic_rash_adult,Removed Icolid (ควบคุมจำนวน) [Dextromethorphan HBr 15 mg.] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0152,clinical row cleaning,fixed,tinea_pruritic_rash_adult,Removed Alerest [Cetirizine dihydrochloride 10 mg.] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0153,clinical row cleaning,fixed,tinea_pruritic_rash_adult,Removed Histatabs [Chlorpheniramine Maleate 4 mg.] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0154,clinical row cleaning,fixed,tinea_pruritic_rash_adult,Removed Nasotapp [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0155,clinical row cleaning,fixed,tinea_pruritic_rash_adult,Removed Actavia [Xylometazoline Hydrochloride 0.1% (1 mg./1 ml.)] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0156,clinical row cleaning,fixed,tinea_pruritic_rash_adult,Removed Fenafex 180 mg [Fexofenadine HCl 180 mg.] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0157,clinical row cleaning,fixed,tinea_pruritic_rash_adult,Removed Aerius tabslet [Desloratadine 5 mg.] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0158,clinical row cleaning,fixed,tinea_pruritic_rash_adult,Removed Muscort Cream [Menthol 5.44%+Methyl Salicylate 10.12%+Eugenol 1.36%] from Final_SWAPS_Tiered_v4_1: removed non-antifungal/URI/steroid row from fungal disease,removed from v5 runtime,FIXED
GAP_0159,category correction,fixed,abdominal_colic_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0160,category correction,fixed,abdominal_colic_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0161,category correction,fixed,abdominal_colic_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0162,category correction,fixed,abdominal_colic_peds,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0163,category correction,fixed,abdominal_colic_peds,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0164,category correction,fixed,abdominal_colic_peds,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0165,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0166,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0167,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0168,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0169,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0170,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0171,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0172,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0173,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0174,category correction,fixed,localized_eczema_sensitive_area_adult,Skin/allergy-inflammatory → GU/UTI,normalized by disease key,FIXED
GAP_0175,category correction,fixed,localized_eczema_sensitive_area_adult,Skin/allergy-inflammatory → GU/UTI,normalized by disease key,FIXED
GAP_0176,category correction,fixed,localized_eczema_sensitive_area_adult,Skin/allergy-inflammatory → GU/UTI,normalized by disease key,FIXED
GAP_0177,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0178,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0179,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0180,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0181,category correction,fixed,nasal_blockage_adult,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0182,category correction,fixed,nasal_blockage_adult,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0183,category correction,fixed,nasal_dryness_irritation_adult,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0184,category correction,fixed,nasal_dryness_irritation_adult,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0185,category correction,fixed,nasal_dryness_irritation_adult,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0186,category correction,fixed,nasal_irrigation_support_adult,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0187,category correction,fixed,nasal_irrigation_support_adult,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0188,category correction,fixed,nasal_irrigation_support_adult,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0189,category correction,fixed,nasal_irritation_peds,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0190,category correction,fixed,nasal_irritation_peds,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0191,category correction,fixed,nasal_irritation_peds,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0192,category correction,fixed,obesity_orlistat_adult,Chronic/weight → Skin/fungal,normalized by disease key,FIXED
GAP_0193,category correction,fixed,obesity_orlistat_adult,Chronic/weight → Skin/fungal,normalized by disease key,FIXED
GAP_0194,category correction,fixed,obesity_orlistat_adult,Chronic/weight → Skin/fungal,normalized by disease key,FIXED
GAP_0195,category correction,fixed,osahs_rhinitis_management,Chronic/review → ENT/rhinitis,normalized by disease key,FIXED
GAP_0196,category correction,fixed,painful_diabetic_polyneuropathy_adult,Chronic/neuropathic pain → Pain,normalized by disease key,FIXED
GAP_0197,category correction,fixed,painful_diabetic_polyneuropathy_adult,Chronic/neuropathic pain → Pain,normalized by disease key,FIXED
GAP_0198,category correction,fixed,painful_diabetic_polyneuropathy_adult,Chronic/neuropathic pain → Pain,normalized by disease key,FIXED
GAP_0199,category correction,fixed,painful_diabetic_polyneuropathy_adult,Chronic/neuropathic pain → Pain,normalized by disease key,FIXED
GAP_0200,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0201,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0202,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0203,category correction,fixed,renal_ureteric_stone_acute_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0204,category correction,fixed,renal_ureteric_stone_acute_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0205,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0206,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0207,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0208,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0209,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0210,category correction,fixed,type2_diabetes_metformin_candidate,Chronic/diabetes → Skin/fungal,normalized by disease key,FIXED
GAP_0211,category correction,fixed,urinary_stone_support_reference,GU/urology → ENT/URI-cough,normalized by disease key,FIXED
GAP_0212,category correction,fixed,urinary_stone_support_reference,GU/urology → ENT/URI-cough,normalized by disease key,FIXED
GAP_0213,category correction,fixed,abdominal_colic_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0214,category correction,fixed,abdominal_colic_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0215,category correction,fixed,abdominal_colic_peds,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0216,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0217,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0218,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0219,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0220,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0221,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0222,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0223,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0224,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0225,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0226,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0227,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0228,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0229,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0230,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0231,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0232,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0233,category correction,fixed,localized_eczema_sensitive_area_adult,Skin/allergy-inflammatory → GU/UTI,normalized by disease key,FIXED
GAP_0234,category correction,fixed,localized_eczema_sensitive_area_adult,Skin/allergy-inflammatory → GU/UTI,normalized by disease key,FIXED
GAP_0235,category correction,fixed,localized_eczema_sensitive_area_adult,Skin/allergy-inflammatory → GU/UTI,normalized by disease key,FIXED
GAP_0236,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0237,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0238,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0239,category correction,fixed,nasal_blockage_adult,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0240,category correction,fixed,nasal_dryness_irritation_adult,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0241,category correction,fixed,nasal_irrigation_support_adult,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0242,category correction,fixed,nasal_irritation_peds,general → ENT/rhinitis,normalized by disease key,FIXED
GAP_0243,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0244,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0245,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0246,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0247,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0248,category correction,fixed,renal_ureteric_stone_acute_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0249,category correction,fixed,renal_ureteric_stone_acute_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0250,category correction,fixed,renal_ureteric_stone_acute_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0251,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0252,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0253,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0254,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0255,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0256,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0257,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0258,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0259,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0260,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0261,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0262,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0263,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0264,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0265,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0266,category correction,fixed,abdominal_colic_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0267,category correction,fixed,abdominal_colic_peds,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0268,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0269,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0270,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0271,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0272,category correction,fixed,dental_pain_support_adult,Pain → Oral/dental,normalized by disease key,FIXED
GAP_0273,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0274,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0275,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0276,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0277,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0278,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0279,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0280,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0281,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0282,category correction,fixed,dysuria_lower_uti_adult,ENT/URI-cough → GU/UTI,normalized by disease key,FIXED
GAP_0283,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0284,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0285,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0286,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0287,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0288,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0289,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0290,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0291,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0292,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0293,category correction,fixed,eczema_dry_pruritic_adult,ENT/URI-cough → Skin/allergy-inflammatory,normalized by disease key,FIXED
GAP_0294,category correction,fixed,localized_eczema_sensitive_area_adult,Skin/allergy-inflammatory → GU/UTI,normalized by disease key,FIXED
GAP_0295,category correction,fixed,localized_eczema_sensitive_area_adult,Skin/allergy-inflammatory → GU/UTI,normalized by disease key,FIXED
GAP_0296,category correction,fixed,localized_eczema_sensitive_area_adult,Skin/allergy-inflammatory → GU/UTI,normalized by disease key,FIXED
GAP_0297,category correction,fixed,localized_eczema_sensitive_area_adult,Skin/allergy-inflammatory → GU/UTI,normalized by disease key,FIXED
GAP_0298,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0299,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0300,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0301,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0302,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0303,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0304,category correction,fixed,muscle_cramps_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0305,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0306,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0307,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0308,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0309,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0310,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0311,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0312,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0313,category correction,fixed,postnasal_drip_cough_adult,ENT/URI-cough → ENT/rhinitis,normalized by disease key,FIXED
GAP_0314,category correction,fixed,renal_ureteric_stone_acute_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0315,category correction,fixed,renal_ureteric_stone_acute_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0316,category correction,fixed,renal_ureteric_stone_acute_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0317,category correction,fixed,renal_ureteric_stone_acute_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0318,category correction,fixed,renal_ureteric_stone_acute_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0319,category correction,fixed,renal_ureteric_stone_acute_adult,GI/cramp → GI/GERD-dyspepsia,normalized by disease key,FIXED
GAP_0320,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0321,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0322,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0323,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0324,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0325,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0326,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0327,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0328,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0329,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0330,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0331,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0332,category correction,fixed,tinea_cruris_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0333,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0334,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0335,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0336,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0337,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0338,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0339,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0340,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0341,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0342,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0343,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0344,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
GAP_0345,category correction,fixed,tinea_pruritic_rash_adult,ENT/URI-cough → Skin/fungal,normalized by disease key,FIXED
