coverage_id,product_id,generic_name,drug_name,evidence_needed,source_targets,final_status,next_action
coverage_6bf91ec9d560,BDS043123,,Facil 100 [Acetylcysteine 100 mg./5 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_ceb6b8277106,BDS001257,,Bisolvon EX Syrup เล็ก [Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_4b5b788aff28,BDS043123,,Facil 100 [Acetylcysteine 100 mg./5 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_8e1848e4a4ea,BDS001257,,Bisolvon EX Syrup เล็ก [Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_4cd619bd0aa5,BDS043123,,Facil 100 [Acetylcysteine 100 mg./5 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_53fe955944cc,BDS001257,,Bisolvon EX Syrup เล็ก [Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_788e9ebe40af,BDS043123,,Facil 100 [Acetylcysteine 100 mg./5 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_23a0b24b0483,BDS044320,,Klean & Kare Saline เล็ก [Sodium Chloride 0.9 g./100 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_e72fa86c8a38,BDS044320,,Klean & Kare Saline เล็ก [Sodium Chloride 0.9 g./100 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_195ec9fb22b5,BDS044320,,Klean & Kare Saline เล็ก [Sodium Chloride 0.9 g./100 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_672851d7b2c9,BDS045631,,"Nyst Oral [Nystatin 100,000 Unit/1 ml.]",concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_2d8dd96f2375,BDS045631,,"Nyst Oral [Nystatin 100,000 Unit/1 ml.]",concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_e5998037985f,BDS045631,,"Nyst Oral [Nystatin 100,000 Unit/1 ml.]",concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_91711fcf2eec,BDS003763,,Tylenol Suspension [Paracetamol 160 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_2b5d225e4953,BDS003763,,Tylenol Suspension [Paracetamol 160 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_6427bfe14a65,BDS003763,,Tylenol Suspension [Paracetamol 160 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_a753f2fdef0f,BDS001437,,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_9ed61d67577e,BDS001847,,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_7b20fa5f389d,BDS001437,,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_e725e4466f7d,BDS001847,,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_e4b501cc73a7,BDS001437,,ChlorOph Eye Drops [Chloramphenicol 5 mg./1 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_e531b289c0de,BDS001847,,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_c21a52071033,BDS003721,,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_7b1e67a387c0,BDS001847,,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_d8f2026b847f,BDS003721,,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_8ee46336b366,BDS001847,,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_a678d96b3ac5,BDS003721,,"Terramycin Ophthalmic Ointment [Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.]",concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_de4b18de33ab,BDS001847,,Fucithalmic Eye Drops [Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_0e4c41b49af9,BDS001047,,AMK 457 [Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_70250e4ea656,BDS044320,,Klean & Kare Saline เล็ก [Sodium Chloride 0.9 g./100 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_23f3560fa952,BDS002215,,Iliadin Spray [Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.)],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_2f46861afb64,BDS001047,,AMK 457 [Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_65567cd30b63,BDS044320,,Klean & Kare Saline เล็ก [Sodium Chloride 0.9 g./100 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_7ecb55e1f206,BDS002215,,Iliadin Spray [Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.)],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_a1d063f8e3f2,BDS001047,,AMK 457 [Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_d3bf4a302acb,BDS044320,,Klean & Kare Saline เล็ก [Sodium Chloride 0.9 g./100 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_16f1475b37b0,BDS002215,,Iliadin Spray [Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.)],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_0b8959aed705,BDS001046,,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_edecca1b3824,BDS003763,,Tylenol Suspension [Paracetamol 160 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_fb475747c31c,BDS001046,,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_1a30c889d963,BDS003763,,Tylenol Suspension [Paracetamol 160 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_a3983f714e1c,BDS001046,,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_antibiotic_missing_criteria,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_5a6a4ded0c89,BDS003763,,Tylenol Suspension [Paracetamol 160 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_1081a0495f49,BDS001046,,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_3d7025bbfc9d,BDS001991,,Fucidin Cream [Fusidic acid 20 mg./1 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,usable_with_warning_source_partial,attach accepted source before marking ready
coverage_e6f43325ec63,BDS001046,,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_e2cc85aaa81d,BDS001991,,Fucidin Cream [Fusidic acid 20 mg./1 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,usable_with_warning_source_partial,attach accepted source before marking ready
coverage_191594e0749d,BDS001046,,AMK 228 [Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_source_missing,attach accepted source evidence
coverage_3c1091cb0a13,BDS001991,,Fucidin Cream [Fusidic acid 20 mg./1 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,usable_with_warning_source_partial,attach accepted source before marking ready
coverage_559ff9d12c05,BDS001991,,Fucidin Cream [Fusidic acid 20 mg./1 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,usable_with_warning_source_partial,attach accepted source before marking ready
coverage_592d2dff81ce,BDS001991,,Fucidin Cream [Fusidic acid 20 mg./1 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,usable_with_warning_source_partial,attach accepted source before marking ready
coverage_2e86e41a9900,BDS001991,,Fucidin Cream [Fusidic acid 20 mg./1 g.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,usable_with_warning_source_partial,attach accepted source before marking ready
coverage_8226830a3564,BDS047722,,Singulair 5 mg Box 28s [Montelukast Sodium 5.2 mg.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_ade92b693d17,BDS001084,,Azith Oral Suspension [Azithromycin 200 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_41ea1795f484,BDS001441,,Cefspan Suspension [Cefixime 100 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_e6dd452f13c4,BDS002206,,Ibilex Syrup [Cephalexin 125 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_898cf8ec8e40,BDS007586,,Newtamox For Oral Suspension [Amoxicillin 125 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_134a79430fe8,BDS046209,,Onzet Oral Suspension [Azithromycin 200 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_963373fcbc06,BDS003549,,Sia-Mox Syrup 125 mg [Amoxicillin 125 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_abc38bc1d57f,BDS003550,,Sia-Mox Syrup 250 mg [Amoxicillin 250 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_a9141018b46b,BDS007682,,Xalin Dry Syrup 125 mg [Cloxacillin 125 mg./5 ml.],adult_dose_source; antibiotic_criteria_source; concentration_source; disease_strategy_source; duration_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_5dc5ab9ef558,BDS008609,,Ampol Suspension [Paracetamol 120 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_edf7040603b2,BDS002407,,Kit-F Drops [Paracetamol 60 mg./0.6 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_c2aec882bca3,BDS007583,,Newtamol Syrup [Paracetamol 150 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_0b55d1b4aeff,BDS002861,,Panadol Orange Suspension [Paracetamol 250 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_237f2bf25f19,BDS002847,,Panadol Strawberry Suspension [Paracetamol 120 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_d7c68fad3008,BDS008137,,Poro Suspension [Paracetamol 250 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_56febc2681a6,BDS003597,,Sara Infant Drops (รสองุ่น) [Paracetamol 60 mg./0.6 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_f007acdc9165,BDS003711,,Tempra Drop [Paracetamol 80 mg./0.8 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_acfd96b6f016,BDS003737,,Tylenol Drop [Paracetamol 80 mg./0.8 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_0a95edd886f5,BDS003763,,Tylenol Suspension [Paracetamol 160 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_91fc28dac0e5,BDS001015,,Aerius Syrup [Desloratadine 0.5 mg./1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_5bf23f6ac265,BDS007003,,Asiatapp Infant Drops (ควบคุมจำนวน) [Brompheniramine Maleate 2.0 mg.+Phenylephrine HCl 2.5 mg./1 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_653425a1e738,BDS008047,,Asiatapp Syrup (ควบคุมจำนวน) [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
coverage_db732f9e4b3d,BDS008033,,Chlophen Syrup (ควบคุมจำนวน) [Chlorpheniramine Maleate 2 mg./5 ml.],concentration_source; disease_strategy_source; max_dose_source; pediatric_dose_source; route_form_source,Thai Pediatric Society; Thai MOPH; WHO EMLc; CDC/AAP/NICE if accessible; user-provided textbook,blocked_peds_missing_required_fields,"add accepted pediatric source with age/BW, dose basis, max dose, concentration, route/form"
