coverage_id,sheet_name,row_number,product_id,regimen_id,disease_key,disease_name,complaint_key,generic_name,drug_name,composition,BDS,sig,duration,route,form,pediatric_flag,antibiotic_flag,high_risk_flag,current_readiness,current_source_status,exact_evidence_needed,minimum_source_type,source_priority,final_status,final_reason,next_action
coverage_e7d0095ad21a,2_Regimen_Master_Export,249,BDS002215,FRM0033,bacterial_sinusitis_adult,Acute bacterial sinusitis,CI0090,,Iliadin Spray [Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.)],Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),BDS002215,1–2 sprays/nostril BID–TID (max 3 days),3 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_e43481697292,2_Regimen_Master_Export,250,BDS001103,FRM0033,bacterial_sinusitis_adult,Acute bacterial sinusitis,CI0091,,AMK 1000 mg [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,BDS001103,1 tab PO BID,5 days,,,False,True,True,manual_review_required,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_ddd86be4c5dd,2_Regimen_Master_Export,251,BDS003762,FRM0033,bacterial_sinusitis_adult,Acute bacterial sinusitis,CI0091,,Tylenol 500 mg strip 10s [Paracetamol 500 mg.],Paracetamol 500 mg.,BDS003762,1–2 tabs PO q4–6h PRN pain,3 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_5186207cf842,2_Regimen_Master_Export,252,BDS044320,FRM0033,bacterial_sinusitis_adult,Acute bacterial sinusitis,CI0091,,Klean & Kare Saline เล็ก [Sodium Chloride 0.9 g./100 ml.],Sodium Chloride 0.9 g./100 ml.,BDS044320,irrigate / rinse nasal cavity PRN,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_e72462912c8c,2_Regimen_Master_Export,253,BDS002215,FRM0033,bacterial_sinusitis_adult,Acute bacterial sinusitis,CI0091,,Iliadin Spray [Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.)],Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),BDS002215,1–2 sprays/nostril BID–TID (max 3 days),3 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_6a04d3ca9e5c,2_Regimen_Master_Export,254,BDS002201,FRM0034,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,CI0092,,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,,,False,True,True,manual_review_required,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_f4ac5921668c,2_Regimen_Master_Export,255,BDS003762,FRM0034,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,CI0092,,Tylenol 500 mg strip 10s [Paracetamol 500 mg.],Paracetamol 500 mg.,BDS003762,1–2 tabs PO q4–6h PRN pain,3 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_a9d3325d5274,2_Regimen_Master_Export,256,BDS002411,FRM0034,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,CI0092,,Kamillosan-M Spray [ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล],ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,BDS002411,2 sprays to mouth/throat TID,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_5b2c50fe79cb,2_Regimen_Master_Export,257,BDS006462,FRM0034,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,CI0092,,Difflam Forte Spray [Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.],Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.,BDS006462,2–4 sprays to throat PRN,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_8980eff375b4,2_Regimen_Master_Export,258,BDS002201,FRM0034,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,CI0093,,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,,,False,True,True,manual_review_required,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_c9b8ca691fdd,2_Regimen_Master_Export,259,BDS003762,FRM0034,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,CI0093,,Tylenol 500 mg strip 10s [Paracetamol 500 mg.],Paracetamol 500 mg.,BDS003762,1–2 tabs PO q4–6h PRN pain,3 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_04dce2281b3b,2_Regimen_Master_Export,260,BDS002411,FRM0034,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,CI0093,,Kamillosan-M Spray [ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล],ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,BDS002411,2 sprays to mouth/throat TID,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_468493b1885b,2_Regimen_Master_Export,261,BDS006462,FRM0034,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,CI0093,,Difflam Forte Spray [Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.],Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.,BDS006462,2–4 sprays to throat PRN,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_53eadfc3ba93,2_Regimen_Master_Export,262,BDS002201,FRM0034,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,CI0094,,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,,,False,True,True,manual_review_required,pending_manual_review,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,accepted guideline/source with snippet,1,blocked_antibiotic_missing_criteria,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration"
coverage_91e7a05ef869,2_Regimen_Master_Export,263,BDS003762,FRM0034,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,CI0094,,Tylenol 500 mg strip 10s [Paracetamol 500 mg.],Paracetamol 500 mg.,BDS003762,1–2 tabs PO q4–6h PRN pain,3 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_da39bc8ae85f,2_Regimen_Master_Export,264,BDS002411,FRM0034,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,CI0094,,Kamillosan-M Spray [ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล],ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,BDS002411,2 sprays to mouth/throat TID,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_62a283859869,2_Regimen_Master_Export,265,BDS006462,FRM0034,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,CI0094,,Difflam Forte Spray [Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.],Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.,BDS006462,2–4 sprays to throat PRN,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_6b6f333d413f,2_Regimen_Master_Export,266,BDS044320,FRM0035,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,CI0095,,Klean & Kare Saline เล็ก [Sodium Chloride 0.9 g./100 ml.],Sodium Chloride 0.9 g./100 ml.,BDS044320,irrigate / rinse nasal cavity PRN,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_eb73d859bc07,2_Regimen_Master_Export,267,BDS002215,FRM0035,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,CI0095,,Iliadin Spray [Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.)],Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),BDS002215,1–2 sprays/nostril BID–TID (max 3 days),3 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_329ead88b6be,2_Regimen_Master_Export,268,BDS002805,FRM0035,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,CI0095,,Nasonex 60 doses [Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g)],Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),BDS002805,2 sprays/nostril OD,7–14 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_aa14c9d92ab4,2_Regimen_Master_Export,269,BDS044320,FRM0035,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,CI0096,,Klean & Kare Saline เล็ก [Sodium Chloride 0.9 g./100 ml.],Sodium Chloride 0.9 g./100 ml.,BDS044320,irrigate / rinse nasal cavity PRN,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_6be4dc80511d,2_Regimen_Master_Export,270,BDS002215,FRM0035,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,CI0096,,Iliadin Spray [Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.)],Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),BDS002215,1–2 sprays/nostril BID–TID (max 3 days),3 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_ab17bc06c9cb,2_Regimen_Master_Export,271,BDS002805,FRM0035,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,CI0096,,Nasonex 60 doses [Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g)],Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),BDS002805,2 sprays/nostril OD,7–14 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_c3c99f27a323,2_Regimen_Master_Export,272,BDS044320,FRM0035,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,CI0097,,Klean & Kare Saline เล็ก [Sodium Chloride 0.9 g./100 ml.],Sodium Chloride 0.9 g./100 ml.,BDS044320,irrigate / rinse nasal cavity PRN,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_02541918d4b0,2_Regimen_Master_Export,273,BDS002215,FRM0035,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,CI0097,,Iliadin Spray [Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.)],Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),BDS002215,1–2 sprays/nostril BID–TID (max 3 days),3 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_58223c04cbff,2_Regimen_Master_Export,274,BDS002805,FRM0035,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,CI0097,,Nasonex 60 doses [Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g)],Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),BDS002805,2 sprays/nostril OD,7–14 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_e637629c7233,2_Regimen_Master_Export,275,BDS004035,FRM0036,eye_lubrication_adult,Eye lubrication support,CI0098,,Vislube [Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.)],Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),BDS004035,1–2 drops OU / affected eye PRN,5–7 days,,,False,False,True,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,1,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_210c4d0e9790,2_Regimen_Master_Export,276,BDS001552,FRM0036,eye_lubrication_adult,Eye lubrication support,CI0098,,Cellufresh [Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide],Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,BDS001552,1–2 drops OU / affected eye PRN,5–7 days,,,False,False,True,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,1,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_1618c3f3986c,2_Regimen_Master_Export,277,BDS003679,FRM0036,eye_lubrication_adult,Eye lubrication support,CI0098,,Systane Ultra Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%)],Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),BDS003679,1–2 drops OU / affected eye PRN,5–7 days,,,False,False,True,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,1,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_b15d2108cef7,2_Regimen_Master_Export,278,BDS004035,FRM0036,eye_lubrication_adult,Eye lubrication support,CI0099,,Vislube [Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.)],Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),BDS004035,1–2 drops OU / affected eye PRN,5–7 days,,,False,False,True,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,1,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_01bc2970f88d,2_Regimen_Master_Export,279,BDS001552,FRM0036,eye_lubrication_adult,Eye lubrication support,CI0099,,Cellufresh [Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide],Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,BDS001552,1–2 drops OU / affected eye PRN,5–7 days,,,False,False,True,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,1,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_ea17a942ac13,2_Regimen_Master_Export,280,BDS003679,FRM0036,eye_lubrication_adult,Eye lubrication support,CI0099,,Systane Ultra Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%)],Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),BDS003679,1–2 drops OU / affected eye PRN,5–7 days,,,False,False,True,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,1,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_6b90d148c142,2_Regimen_Master_Export,281,BDS004035,FRM0036,eye_lubrication_adult,Eye lubrication support,CI0100,,Vislube [Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.)],Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),BDS004035,1–2 drops OU / affected eye PRN,5–7 days,,,False,False,True,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,1,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_08086fe4a1e3,2_Regimen_Master_Export,282,BDS001552,FRM0036,eye_lubrication_adult,Eye lubrication support,CI0100,,Cellufresh [Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide],Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,BDS001552,1–2 drops OU / affected eye PRN,5–7 days,,,False,False,True,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,1,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_5ce40c33a2b1,2_Regimen_Master_Export,283,BDS003679,FRM0036,eye_lubrication_adult,Eye lubrication support,CI0100,,Systane Ultra Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%)],Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),BDS003679,1–2 drops OU / affected eye PRN,5–7 days,,,False,False,True,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,1,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_0bca211c3bfa,2_Regimen_Master_Export,284,BDS003914,FRM0037,joint_pain_topical_support_adult,Joint pain topical support,CI0101,,Uniren Spray [Diclofenac Sodium 1 % w/w],Diclofenac Sodium 1 % w/w,BDS003914,spray to affected area TID–QID,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_2f8544286347,2_Regimen_Master_Export,285,BDS002042,FRM0037,joint_pain_topical_support_adult,Joint pain topical support,CI0101,,Gofen 400 [Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol],Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,BDS002042,1 cap PO q4–6h PRN pain,3 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_5ec3644f5996,2_Regimen_Master_Export,286,BDS003914,FRM0037,joint_pain_topical_support_adult,Joint pain topical support,CI0102,,Uniren Spray [Diclofenac Sodium 1 % w/w],Diclofenac Sodium 1 % w/w,BDS003914,spray to affected area TID–QID,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_e8b0c42319a2,2_Regimen_Master_Export,287,BDS002042,FRM0037,joint_pain_topical_support_adult,Joint pain topical support,CI0102,,Gofen 400 [Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol],Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,BDS002042,1 cap PO q4–6h PRN pain,3 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_d8cdb8117536,2_Regimen_Master_Export,288,BDS003914,FRM0037,joint_pain_topical_support_adult,Joint pain topical support,CI0103,,Uniren Spray [Diclofenac Sodium 1 % w/w],Diclofenac Sodium 1 % w/w,BDS003914,spray to affected area TID–QID,5 days,,,False,False,False,manual_review_required,pending_manual_review,disease_strategy_source,accepted guideline/source with snippet,3,blocked_source_missing,product manual review; verified guideline source,attach accepted source evidence
coverage_d3c867eac091,2_Regimen_Master_Export,289,BDS002042,FRM0037,joint_pain_topical_support_adult,Joint pain topical support,CI0103,,Gofen 400 [Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol],Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,BDS002042,1 cap PO q4–6h PRN pain,3 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_ae17a288ad14,2_Regimen_Master_Export,290,BDS006054,FRM0038,gas_belching_adult,Dyspepsia-type gas / belching,CI0104,,Gogaz [Simethicone 200 mg.],Simethicone 200 mg.,BDS006054,1 cap PO OD–BID after meals,3 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_491ce954ecb0,2_Regimen_Master_Export,291,BDS001079,FRM0038,gas_belching_adult,Dyspepsia-type gas / belching,CI0104,,Air-X 120 [Simethicone 120 mg.],Simethicone 120 mg.,BDS001079,1 chewable tab PO TID–QID,3 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_1ba63dc1e635,2_Regimen_Master_Export,292,BDS006054,FRM0038,gas_belching_adult,Dyspepsia-type gas / belching,CI0105,,Gogaz [Simethicone 200 mg.],Simethicone 200 mg.,BDS006054,1 cap PO OD–BID after meals,3 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
coverage_28c3a81ac8a1,2_Regimen_Master_Export,293,BDS001079,FRM0038,gas_belching_adult,Dyspepsia-type gas / belching,CI0105,,Air-X 120 [Simethicone 120 mg.],Simethicone 120 mg.,BDS001079,1 chewable tab PO TID–QID,3 days,,,False,False,False,usable_with_warning,source_gap,disease_strategy_source,accepted guideline/source with snippet,3,usable_with_warning_source_partial,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready
